GEO_ID,NAME,B25014_001E,B25014_001M,B25014_002E,B25014_002M,B25014_003E,B25014_003M,B25014_004E,B25014_004M,B25014_005E,B25014_005M,B25014_006E,B25014_006M,B25014_007E,B25014_007M,B25014_008E,B25014_008M,B25014_009E,B25014_009M,B25014_010E,B25014_010M,B25014_011E,B25014_011M,B25014_012E,B25014_012M,B25014_013E,B25014_013M
0500000US54057,"Mineral County, West Virginia",11184,271,8049,382,6482,389,1527,280,40,56,0,21,0,21,3135,361,2431,327,692,243,12,20,0,21,0,21
0500000US54025,"Greenbrier County, West Virginia",15285,408,10945,488,9043,465,1820,261,64,49,10,15,8,12,4340,369,3250,362,1003,208,60,53,14,16,13,21
0500000US54031,"Hardy County, West Virginia",5521,242,3980,251,3006,278,968,182,0,18,6,13,0,18,1541,226,948,175,581,154,12,18,0,18,0,18
0500000US54049,"Marion County, West Virginia",22942,354,17189,413,14099,442,2899,292,130,62,48,65,13,23,5753,412,3769,380,1764,286,131,68,65,56,24,39
0500000US54059,"Mingo County, West Virginia",10772,249,7970,285,6159,258,1719,232,92,52,0,21,0,21,2802,290,1818,253,951,205,33,37,0,21,0,21
0500000US54029,"Hancock County, West Virginia",12697,305,9141,393,7796,377,1277,191,68,40,0,21,0,21,3556,367,2444,265,1016,250,96,60,0,21,0,21
0500000US54041,"Lewis County, West Virginia",6577,211,4596,234,3857,271,699,150,40,37,0,18,0,18,1981,232,1456,189,430,127,68,39,27,43,0,18
0500000US54067,"Nicholas County, West Virginia",10472,339,8257,363,6637,350,1516,239,92,77,0,21,12,21,2215,287,1741,241,387,149,63,62,24,39,0,21
0500000US54075,"Pocahontas County, West Virginia",3579,203,2916,182,2598,158,307,84,11,17,0,16,0,16,663,119,445,104,201,64,17,20,0,16,0,16
0500000US54095,"Tyler County, West Virginia",3298,152,2660,160,2244,156,415,89,1,3,0,16,0,16,638,107,463,102,161,59,14,21,0,16,0,16
0500000US54083,"Randolph County, West Virginia",11254,304,7929,275,6705,306,1172,194,45,34,7,11,0,21,3325,328,2325,238,946,224,48,33,6,7,0,21
0500000US54091,"Taylor County, West Virginia",6661,185,5163,275,4406,278,744,164,13,20,0,18,0,18,1498,263,940,228,532,181,0,18,26,31,0,18
0500000US54105,"Wirt County, West Virginia",2499,137,2049,130,1608,136,441,103,0,16,0,16,0,16,450,94,248,74,202,74,0,16,0,16,0,16
0500000US54015,"Clay County, West Virginia",3261,189,2676,178,1845,176,791,158,18,28,22,32,0,16,585,136,361,104,213,93,11,20,0,16,0,16
0500000US54021,"Gilmer County, West Virginia",2670,132,1942,133,1612,145,330,86,0,16,0,16,0,16,728,122,509,106,215,74,0,16,4,5,0,16
0500000US54061,"Monongalia County, West Virginia",38856,599,21852,567,18148,598,3564,320,101,57,31,48,8,14,17004,654,10796,736,5136,492,71,45,651,208,350,159
0500000US54063,"Monroe County, West Virginia",5744,230,4592,219,3787,258,778,185,19,25,8,17,0,18,1152,196,869,172,260,106,0,18,23,36,0,18
0500000US54103,"Wetzel County, West Virginia",5891,209,4700,211,4206,237,460,123,27,37,0,18,7,11,1191,173,854,145,318,88,9,12,10,16,0,18
0500000US54011,"Cabell County, West Virginia",39628,647,24648,591,21069,681,3428,375,125,71,14,16,12,19,14980,580,11046,568,3761,402,89,49,69,38,15,23
0500000US54039,"Kanawha County, West Virginia",79437,910,54678,965,45924,969,8323,512,337,133,18,20,76,57,24759,858,17858,747,6426,612,291,121,87,74,97,51
0500000US54071,"Pendleton County, West Virginia",3154,168,2561,145,2136,127,395,88,12,15,18,27,0,16,593,113,406,77,177,73,10,17,0,16,0,16
0500000US54077,"Preston County, West Virginia",12383,320,10303,306,7903,328,2237,277,131,67,32,31,0,24,2080,239,1347,187,690,146,43,39,0,24,0,24
0500000US53035,"Kitsap County, Washington",101662,985,67694,1069,53949,978,12988,756,575,148,127,58,55,38,33968,1138,22600,975,10201,624,802,254,246,119,119,93
0500000US53033,"King County, Washington",865627,2693,494443,3264,389338,3350,97646,1783,5546,480,1607,301,306,107,371184,3208,202955,3368,143976,2537,13749,832,9171,765,1333,277
0500000US53051,"Pend Oreille County, Washington",5782,229,4543,250,3515,193,852,143,93,65,74,44,9,14,1239,176,831,147,318,90,42,30,32,30,16,23
0500000US53055,"San Juan County, Washington",8025,202,5921,167,4559,165,1224,121,66,23,56,28,16,13,2104,153,1252,105,714,104,76,32,43,19,19,27
0500000US53075,"Whitman County, Washington",17910,473,7725,303,6465,307,1189,192,47,25,14,15,10,15,10185,511,6323,460,3719,455,84,61,46,37,13,21
0500000US53077,"Yakima County, Washington",82300,551,52001,892,35677,903,13357,684,2327,358,484,163,156,96,30299,954,15009,768,11591,824,2421,369,875,176,403,155
0500000US53015,"Cowlitz County, Washington",41397,442,27338,632,21524,682,5117,394,603,206,36,24,58,45,14059,612,8471,497,5064,477,337,137,187,123,0,28
0500000US53019,"Ferry County, Washington",3097,156,2270,137,1787,158,354,102,93,65,35,29,1,3,827,143,517,107,285,67,25,23,0,17,0,17
0500000US53041,"Lewis County, Washington",30262,445,21096,465,16320,397,4429,359,302,100,35,30,10,18,9166,452,5125,368,3500,386,378,141,163,69,0,28
0500000US53027,"Grays Harbor County, Washington",28263,612,18714,527,15037,529,3365,353,270,123,40,28,2,3,9549,609,6275,486,2959,403,223,111,71,56,21,20
0500000US53029,"Island County, Washington",34364,622,23811,543,19367,542,4178,374,198,90,68,61,0,28,10553,537,6804,506,3566,351,126,73,48,45,9,14
0500000US53069,"Wahkiakum County, Washington",1844,111,1583,124,1221,124,333,96,13,20,16,20,0,12,261,68,185,61,76,38,0,12,0,12,0,12
0500000US53021,"Franklin County, Washington",26316,285,18072,454,11348,536,5782,491,669,190,173,96,100,93,8244,498,3080,363,3487,445,1009,254,430,141,238,130
0500000US53025,"Grant County, Washington",30651,582,18946,598,13508,597,4643,443,572,173,129,79,94,72,11705,676,5949,542,4673,589,855,246,156,84,72,44
0500000US53073,"Whatcom County, Washington",85008,737,52715,848,40924,976,11003,740,508,154,163,89,117,70,32293,1039,18489,855,12279,818,937,298,539,168,49,46
0500000US53047,"Okanogan County, Washington",17527,488,11601,401,8971,381,2399,270,145,63,66,37,20,28,5926,454,3247,401,2125,286,417,137,85,67,52,58
0500000US53037,"Kittitas County, Washington",18003,429,10357,311,8062,321,2202,273,41,43,46,39,6,10,7646,429,4417,454,3076,408,128,80,25,25,0,25
0500000US53005,"Benton County, Washington",70983,607,48522,730,37898,831,9753,582,632,213,181,107,58,44,22461,807,13021,731,7939,624,1169,265,304,156,28,44
0500000US53013,"Columbia County, Washington",1758,106,1209,79,1093,86,103,42,10,11,0,12,3,4,549,99,433,88,116,53,0,12,0,12,0,12
0500000US53003,"Asotin County, Washington",9171,209,6449,300,5372,278,1001,196,62,53,14,20,0,22,2722,302,1766,244,857,196,63,46,36,36,0,22
0500000US53023,"Garfield County, Washington",997,74,699,76,597,78,96,35,6,9,0,12,0,12,298,79,241,81,57,33,0,12,0,12,0,12
0500000US53045,"Mason County, Washington",23535,651,18033,668,14023,603,3714,426,201,116,82,60,13,17,5502,516,3487,410,1606,367,219,123,157,105,33,49
0500000US53065,"Stevens County, Washington",17433,362,13519,424,10669,377,2662,226,126,54,62,33,0,25,3914,353,2460,312,1266,219,135,80,49,44,4,6
0500000US53063,"Spokane County, Washington",198489,1174,124339,1555,103117,1554,20128,917,970,203,83,59,41,33,74150,1563,47008,1436,24660,1207,1863,360,511,151,108,83
0500000US53007,"Chelan County, Washington",28038,606,18454,607,14735,560,3327,378,296,118,59,51,37,39,9584,561,5825,497,3262,444,426,176,50,53,21,27
0500000US55105,"Rock County, Wisconsin",64538,467,43857,849,34913,847,8567,488,347,112,0,20,30,21,20681,859,13268,726,6709,506,483,135,221,126,0,20
0500000US55137,"Waushara County, Wisconsin",9869,182,8073,172,6636,173,1335,107,76,28,22,15,4,5,1796,154,1300,130,443,78,35,21,18,19,0,16
0500000US55001,"Adams County, Wisconsin",8619,207,7128,197,6054,179,993,111,61,33,20,16,0,16,1491,119,970,94,464,86,47,25,10,14,0,16
0500000US55007,"Bayfield County, Wisconsin",6963,164,5763,128,4754,129,928,80,65,22,16,11,0,14,1200,115,796,98,344,61,55,25,5,6,0,14
0500000US55065,"Lafayette County, Wisconsin",6679,115,5088,109,4099,117,908,60,68,18,13,11,0,14,1591,108,1060,101,493,66,38,24,0,14,0,14
0500000US55081,"Monroe County, Wisconsin",17772,278,12503,274,9793,294,2493,206,122,52,44,29,51,33,5269,309,3649,268,1496,233,116,65,0,18,8,9
0500000US55093,"Pierce County, Wisconsin",15367,191,11119,252,8770,258,2244,171,97,85,8,6,0,18,4248,256,2745,304,1397,203,71,71,3,4,32,49
0500000US55141,"Wood County, Wisconsin",32245,349,23397,467,18882,500,4318,328,162,81,22,17,13,11,8848,371,6383,355,2357,290,73,60,35,31,0,20
0500000US55003,"Ashland County, Wisconsin",6546,165,4473,169,3487,181,908,106,67,27,9,7,2,3,2073,191,1530,170,527,118,16,11,0,14,0,14
0500000US55015,"Calumet County, Wisconsin",19567,204,15815,342,12475,394,3183,250,97,39,60,44,0,18,3752,308,2506,272,1176,204,49,35,21,28,0,18
0500000US55037,"Florence County, Wisconsin",2010,106,1704,86,1409,91,250,48,26,14,3,4,16,14,306,67,202,53,94,47,4,4,6,8,0,9
0500000US55019,"Clark County, Wisconsin",12800,161,9957,149,7448,140,2163,82,267,49,51,17,28,15,2843,156,1928,139,807,104,71,30,34,24,3,5
0500000US55055,"Jefferson County, Wisconsin",32866,388,23025,416,18708,473,4054,317,204,87,59,49,0,20,9841,519,6174,466,3328,327,268,108,62,54,9,15
0500000US55059,"Kenosha County, Wisconsin",63423,602,41807,811,31964,806,9481,626,335,134,27,21,0,20,21616,775,13251,704,7622,505,558,190,144,98,41,44
0500000US55051,"Iron County, Wisconsin",3003,202,2249,141,1906,96,322,77,7,7,14,11,0,12,754,104,554,87,148,52,42,32,10,12,0,12
0500000US55109,"St. Croix County, Wisconsin",33674,322,25654,497,20453,494,4951,332,185,70,43,28,22,26,8020,435,5504,361,2404,272,77,48,35,37,0,20
0500000US55083,"Oconto County, Wisconsin",15940,238,13231,244,10498,240,2588,174,123,43,16,18,6,7,2709,213,1946,188,674,109,89,50,0,18,0,18
0500000US55069,"Lincoln County, Wisconsin",12547,228,9724,228,8005,248,1670,131,35,14,14,15,0,16,2823,213,2053,210,682,128,38,32,50,44,0,16
0500000US55135,"Waupaca County, Wisconsin",22024,296,16389,356,13450,341,2815,230,103,49,21,15,0,20,5635,363,3732,310,1800,248,73,38,30,23,0,20
0500000US55005,"Barron County, Wisconsin",19108,325,14342,306,11702,302,2436,226,140,61,24,20,40,49,4766,320,3296,250,1194,202,240,139,20,15,16,24
0500000US55113,"Sawyer County, Wisconsin",7634,339,5594,250,4548,179,945,130,63,33,33,41,5,9,2040,208,1127,147,810,144,97,72,6,7,0,14
0500000US55047,"Green Lake County, Wisconsin",7935,180,5953,171,4939,165,927,96,70,31,11,9,6,5,1982,160,1523,172,399,93,41,34,19,23,0,14
0500000US55077,"Marquette County, Wisconsin",6516,130,5279,108,4406,100,805,67,51,20,14,9,3,4,1237,114,828,88,373,62,34,25,2,3,0,14
0500000US55075,"Marinette County, Wisconsin",18631,413,13910,349,11767,344,2031,193,81,36,26,15,5,7,4721,340,3391,261,1227,196,91,56,6,8,6,6
0500000US55101,"Racine County, Wisconsin",76384,561,51822,872,41079,846,10384,578,306,98,53,50,0,20,24562,851,15104,800,8839,694,427,150,155,98,37,40
0500000US55139,"Winnebago County, Wisconsin",70173,486,45603,599,37344,618,7923,485,241,98,71,60,24,34,24570,624,16922,657,7291,496,261,92,93,60,3,7
0500000US55041,"Forest County, Wisconsin",4029,146,3104,114,2461,103,581,65,54,17,8,7,0,12,925,93,649,81,259,64,17,9,0,12,0,12
0500000US55043,"Grant County, Wisconsin",19401,305,13545,236,11044,232,2303,164,159,43,32,16,7,5,5856,304,3768,272,1955,220,42,23,83,84,8,11
0500000US55107,"Rusk County, Wisconsin",6382,137,4928,137,3883,132,942,98,72,22,30,22,1,2,1454,113,1037,107,398,81,16,13,2,3,1,3
0500000US55117,"Sheboygan County, Wisconsin",47303,418,33193,573,26363,593,6364,528,321,112,126,73,19,17,14110,586,9292,494,4385,461,383,123,38,37,12,17
0500000US55067,"Langlade County, Wisconsin",8594,241,6491,236,5298,240,1145,135,40,24,5,8,3,4,2103,214,1524,196,538,123,7,7,34,29,0,14
0500000US55087,"Outagamie County, Wisconsin",72947,542,51482,693,40100,738,10904,490,382,116,79,44,17,10,21465,667,14699,617,6075,440,561,191,40,36,90,105
0500000US55123,"Vernon County, Wisconsin",12080,179,9292,233,7087,215,1920,148,208,47,61,26,16,14,2788,223,2029,213,706,144,37,23,16,15,0,18
0500000US55021,"Columbia County, Wisconsin",23790,342,17490,370,14191,390,3138,231,131,47,24,34,6,8,6300,376,4335,319,1787,251,112,70,63,42,3,4
0500000US55061,"Kewaunee County, Wisconsin",8238,192,6525,174,5149,189,1292,100,60,43,16,16,8,7,1713,182,1160,157,519,137,29,27,5,8,0,16
0500000US55009,"Brown County, Wisconsin",104133,638,67905,856,53298,960,13937,631,521,122,105,78,44,46,36228,846,23486,872,11216,664,1012,259,472,184,42,40
0500000US55073,"Marathon County, Wisconsin",55377,438,40331,525,32569,515,7111,336,545,100,70,44,36,33,15046,503,10691,507,3865,431,404,145,78,61,8,9
0500000US55085,"Oneida County, Wisconsin",15403,337,12938,310,11101,266,1768,152,32,22,33,22,4,5,2465,217,1876,211,571,122,18,16,0,18,0,18
0500000US55121,"Trempealeau County, Wisconsin",11936,137,8631,180,6992,149,1545,122,92,30,2,4,0,16,3305,179,2358,165,806,124,127,45,12,7,2,3
0500000US55129,"Washburn County, Wisconsin",7062,151,5602,157,4705,127,819,89,55,21,23,14,0,14,1460,111,1036,106,412,76,12,7,0,14,0,14
0500000US55027,"Dodge County, Wisconsin",34605,377,24133,467,19399,419,4568,310,134,47,32,24,0,20,10472,486,7228,458,2972,279,169,69,68,49,35,40
0500000US55127,"Walworth County, Wisconsin",40372,515,27346,465,21797,431,5160,298,335,103,48,39,6,11,13026,592,8076,516,4593,427,291,129,66,58,0,20
0500000US55023,"Crawford County, Wisconsin",6618,173,5038,135,4035,128,924,71,56,27,17,15,6,6,1580,179,1267,159,284,80,26,16,3,4,0,14
0500000US55071,"Manitowoc County, Wisconsin",34463,359,25891,436,21282,399,4430,291,160,58,17,20,2,3,8572,486,6218,424,2130,312,181,85,27,29,16,25
0500000US55111,"Sauk County, Wisconsin",26178,306,18015,383,14535,413,3214,251,227,85,36,22,3,4,8163,457,5431,400,2509,349,180,65,38,26,5,5
0500000US55013,"Burnett County, Wisconsin",7303,418,5916,287,4804,225,1033,105,75,26,4,6,0,14,1387,173,884,125,467,86,34,22,2,4,0,14
0500000US55017,"Chippewa County, Wisconsin",25485,298,18539,375,14886,400,3341,263,241,92,59,49,12,12,6946,391,4968,398,1863,274,86,47,21,26,8,11
0500000US55029,"Door County, Wisconsin",13196,326,10278,290,8553,234,1651,193,61,38,7,5,6,7,2918,289,2077,264,775,219,44,32,4,6,18,19
0500000US55031,"Douglas County, Wisconsin",18920,223,12658,294,10218,303,2306,180,102,47,31,18,1,4,6262,352,4604,348,1462,222,81,45,105,95,10,17
0500000US55053,"Jackson County, Wisconsin",8083,162,6020,169,4716,168,1194,121,80,32,20,9,10,12,2063,175,1318,149,664,126,68,30,9,11,4,4
0500000US55049,"Iowa County, Wisconsin",9835,135,7251,182,5779,212,1430,139,33,19,7,6,2,3,2584,191,1865,175,661,131,45,28,13,16,0,16
0500000US55089,"Ozaukee County, Wisconsin",35625,370,26992,457,22625,496,4219,286,106,52,11,14,31,31,8633,424,6449,412,2024,272,109,69,51,37,0,20
0500000US55103,"Richland County, Wisconsin",7626,143,5758,154,4656,167,1017,99,68,27,15,7,2,2,1868,154,1293,124,529,104,17,15,21,29,8,10
0500000US56005,"Campbell County, Wyoming",17488,437,12626,523,9825,557,2596,340,173,119,32,44,0,25,4862,496,3006,418,1539,357,288,156,7,13,22,33
0500000US56019,"Johnson County, Wyoming",3828,204,2718,188,2151,190,564,152,3,8,0,17,0,17,1110,219,829,196,261,131,20,32,0,17,0,17
0500000US56025,"Natrona County, Wyoming",32851,582,22023,539,18170,576,3598,362,232,134,10,16,13,16,10828,654,7172,552,3370,413,267,140,19,22,0,28
0500000US56009,"Converse County, Wyoming",5429,231,3908,244,3266,229,598,136,21,24,7,13,16,28,1521,256,1057,230,365,129,99,85,0,19,0,19
0500000US56027,"Niobrara County, Wyoming",978,120,743,93,659,109,83,43,1,2,0,12,0,12,235,86,157,69,63,51,15,23,0,12,0,12
0500000US56039,"Teton County, Wyoming",9158,486,5287,348,4036,331,1208,268,10,23,33,52,0,22,3871,493,2261,385,995,290,224,129,251,164,140,109
0500000US56037,"Sweetwater County, Wyoming",15871,394,11962,394,9160,382,2657,277,109,76,0,25,36,54,3909,383,2520,348,1226,245,155,91,8,11,0,25
0500000US56031,"Platte County, Wyoming",3936,183,2904,242,2472,239,432,181,0,17,0,17,0,17,1032,220,851,202,169,96,12,21,0,17,0,17
0500000US56029,"Park County, Wyoming",11977,352,8591,400,7279,394,1261,257,7,12,25,41,19,32,3386,379,2342,308,971,266,70,76,3,5,0,22
0500000US56033,"Sheridan County, Wyoming",13159,328,8935,393,7222,368,1570,268,119,67,8,11,16,28,4224,386,3268,352,956,252,0,25,0,25,0,25
0500000US56003,"Big Horn County, Wyoming",4494,155,3269,147,2519,155,702,90,48,35,0,19,0,19,1225,156,902,143,268,83,30,23,25,34,0,19
0500000US56011,"Crook County, Wyoming",2924,126,2448,131,1957,112,464,128,23,23,2,3,2,6,476,107,328,83,111,52,34,33,3,5,0,17
0500000US56001,"Albany County, Wyoming",16027,404,7971,251,6647,312,1268,206,56,36,0,25,0,25,8056,404,5686,405,2042,316,84,66,110,80,134,109
0500000US56007,"Carbon County, Wyoming",6341,255,4331,210,3536,223,717,134,45,47,33,33,0,19,2010,248,1241,187,622,160,132,82,0,19,15,15
0500000US56015,"Goshen County, Wyoming",5209,188,3849,193,3281,220,533,118,24,27,11,17,0,19,1360,195,895,172,461,123,4,9,0,19,0,19
0500000US56041,"Uinta County, Wyoming",7735,273,5822,273,4356,342,1358,261,77,71,31,36,0,22,1913,258,1285,216,517,209,49,67,15,26,47,70
0500000US56043,"Washakie County, Wyoming",3422,133,2629,142,2125,179,457,124,16,21,24,31,7,10,793,153,547,139,233,75,13,14,0,17,0,17
0500000US56017,"Hot Springs County, Wyoming",2209,126,1681,113,1522,112,150,52,9,10,0,12,0,12,528,110,315,107,192,80,21,26,0,12,0,12
0500000US56013,"Fremont County, Wyoming",15003,239,10488,293,8119,321,2035,216,230,69,93,43,11,10,4515,294,2455,260,1776,226,240,81,37,25,7,11
0500000US56035,"Sublette County, Wyoming",3275,333,2654,290,2224,277,414,167,16,30,0,17,0,17,621,201,388,153,233,113,0,17,0,17,0,17
0500000US56045,"Weston County, Wyoming",3062,155,2379,149,1922,146,433,108,14,16,10,14,0,17,683,164,531,140,105,67,47,55,0,17,0,17
0500000US72065,"Hatillo Municipio, Puerto Rico",14093,445,10448,487,6391,400,3933,454,89,69,35,39,0,29,3645,402,2146,367,1446,285,19,29,34,45,0,29
0500000US72069,"Humacao Municipio, Puerto Rico",17896,562,13149,531,8243,423,4477,431,359,174,61,64,9,13,4747,472,2459,367,1956,301,257,115,75,76,0,32
0500000US72101,"Morovis Municipio, Puerto Rico",9943,290,6981,371,4045,284,2785,315,76,49,75,67,0,29,2962,345,1626,277,1262,236,74,57,0,29,0,29
0500000US72097,"Mayagüez Municipio, Puerto Rico",29912,649,17518,561,12713,575,4610,380,144,73,33,30,18,18,12394,648,6697,518,5161,438,402,173,106,58,28,38
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",23982,482,15993,576,9632,587,5829,431,450,184,72,66,10,16,7989,593,3979,503,3438,392,520,169,30,50,22,25
0500000US72115,"Quebradillas Municipio, Puerto Rico",8286,371,5397,363,3525,345,1826,280,20,31,26,40,0,25,2889,359,1541,277,1260,278,41,47,13,22,34,55
0500000US72099,"Moca Municipio, Puerto Rico",13278,414,8549,511,5200,409,3237,465,98,72,14,22,0,29,4729,515,2388,353,2126,348,179,108,36,58,0,29
0500000US72049,"Culebra Municipio, Puerto Rico",475,67,302,55,160,48,118,33,17,16,7,11,0,14,173,47,69,29,81,34,19,15,4,7,0,14
0500000US72123,"Salinas Municipio, Puerto Rico",10374,399,8319,384,4987,319,3141,389,122,80,53,60,16,18,2055,294,1158,207,776,199,112,101,9,14,0,25
0500000US72017,"Barceloneta Municipio, Puerto Rico",8010,318,5907,387,3904,359,1939,321,39,37,25,43,0,25,2103,316,824,228,1143,248,136,114,0,25,0,25
0500000US72153,"Yauco Municipio, Puerto Rico",10790,366,8143,337,5315,307,2665,234,135,64,10,15,18,22,2647,290,1736,235,875,180,26,23,10,16,0,29
0500000US72061,"Guaynabo Municipio, Puerto Rico",30963,677,22849,681,15998,650,6494,571,232,116,125,75,0,32,8114,481,4765,389,3107,370,172,82,59,60,11,13
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",15656,580,9523,617,5991,546,3222,349,253,121,48,36,9,14,6133,491,3689,491,2144,301,278,117,22,29,0,29
0500000US72053,"Fajardo Municipio, Puerto Rico",12231,440,7955,414,4621,359,3022,335,225,126,67,65,20,19,4276,382,2511,320,1466,239,214,85,66,45,19,23
0500000US72109,"Patillas Municipio, Puerto Rico",6233,312,4288,294,2796,283,1383,239,91,65,18,29,0,21,1945,313,1234,240,632,191,72,44,0,21,7,12
0500000US72117,"Rincón Municipio, Puerto Rico",5128,322,3576,283,2241,232,1289,210,18,30,0,21,28,44,1552,280,1006,205,515,164,0,21,21,28,10,15
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",8469,322,5665,324,3762,327,1875,294,20,24,8,12,0,25,2804,334,1554,257,1156,234,94,73,0,25,0,25
0500000US72021,"Bayamón Municipio, Puerto Rico",67940,901,46253,804,32236,690,13356,670,556,165,45,45,60,41,21687,656,11263,620,9469,573,642,149,182,92,131,67
0500000US72035,"Cayey Municipio, Puerto Rico",16183,404,10503,458,6621,432,3678,347,166,84,38,40,0,29,5680,443,3274,311,2260,367,137,109,9,14,0,29
0500000US72095,"Maunabo Municipio, Puerto Rico",3882,208,2810,226,1452,176,1162,215,171,118,25,41,0,21,1072,203,683,172,284,103,95,72,10,17,0,21
0500000US72111,"Peñuelas Municipio, Puerto Rico",6987,256,5275,264,2995,256,2041,253,149,64,73,67,17,21,1712,264,809,201,799,186,79,57,11,18,14,23
0500000US72131,"San Sebastián Municipio, Puerto Rico",13904,472,8984,468,5930,436,2953,392,55,63,31,35,15,24,4920,400,2874,340,1909,310,129,96,8,14,0,29
0500000US72135,"Toa Alta Municipio, Puerto Rico",22032,500,18307,499,10492,567,7263,517,459,136,74,60,19,21,3725,443,1667,312,1984,355,34,38,40,32,0,32
0500000US72147,"Vieques Municipio, Puerto Rico",2470,266,1792,246,1321,237,461,152,10,18,0,19,0,19,678,220,307,172,246,106,125,99,0,19,0,19
0500000US72151,"Yabucoa Municipio, Puerto Rico",11722,400,8490,462,5389,452,2856,359,231,118,14,24,0,29,3232,346,1839,308,1327,232,31,34,35,32,0,29
0500000US72025,"Caguas Municipio, Puerto Rico",48629,835,33384,749,22340,837,10435,616,507,161,56,56,46,30,15245,722,7706,572,6973,542,538,178,16,25,12,21
0500000US72029,"Canóvanas Municipio, Puerto Rico",14498,382,10815,411,5707,369,4550,449,432,142,83,65,43,30,3683,339,1676,237,1551,255,332,127,102,62,22,35
0500000US72043,"Coamo Municipio, Puerto Rico",13346,331,10264,404,6469,404,3526,377,216,112,53,49,0,29,3082,356,1478,248,1440,259,108,82,56,52,0,29
0500000US72051,"Dorado Municipio, Puerto Rico",11881,429,9222,434,5512,417,3265,382,377,160,53,46,15,23,2659,353,1289,241,1244,247,126,90,0,29,0,29
0500000US72019,"Barranquitas Municipio, Puerto Rico",8918,350,6552,444,3826,353,2322,323,368,163,36,34,0,25,2366,365,1214,264,1004,288,75,69,73,92,0,25
0500000US72107,"Orocovis Municipio, Puerto Rico",6734,242,4404,280,2918,247,1359,199,110,54,7,12,10,15,2330,226,1083,165,1126,189,95,76,26,30,0,25
0500000US72011,"Añasco Municipio, Puerto Rico",8933,359,6869,327,4062,340,2726,311,39,39,12,21,30,49,2064,276,1228,210,800,184,18,28,0,25,18,29
0500000US72037,"Ceiba Municipio, Puerto Rico",4367,242,3158,221,1978,194,1058,183,122,81,0,21,0,21,1209,209,643,162,496,139,70,61,0,21,0,21
0500000US72045,"Comerío Municipio, Puerto Rico",5836,232,3395,267,1950,231,1371,252,64,41,10,18,0,21,2441,275,1490,242,910,177,41,42,0,21,0,21
0500000US72071,"Isabela Municipio, Puerto Rico",15012,467,9277,538,6621,477,2559,340,47,52,21,33,29,24,5735,462,3196,357,2346,374,129,90,64,61,0,29
0500000US72081,"Lares Municipio, Puerto Rico",9960,319,5804,338,3801,283,1969,252,19,22,7,11,8,12,4156,356,2337,280,1632,266,76,48,60,68,51,52
0500000US72085,"Las Piedras Municipio, Puerto Rico",12527,433,9361,411,5707,445,3271,397,343,153,40,54,0,29,3166,396,1620,302,1324,260,222,106,0,29,0,29
0500000US72127,"San Juan Municipio, Puerto Rico",144573,1411,77390,1340,56829,1178,19247,965,760,168,405,139,149,81,67183,1360,39714,1185,25715,1055,1161,240,447,123,146,75
0500000US72143,"Vega Alta Municipio, Puerto Rico",12229,527,8350,491,5498,420,2612,344,175,89,55,54,10,17,3879,421,1864,312,1828,259,142,85,45,71,0,29
0500000US72093,"Maricao Municipio, Puerto Rico",1930,159,1417,159,868,135,471,124,70,44,8,11,0,19,513,108,180,70,263,94,51,33,19,23,0,19
0500000US72009,"Aibonito Municipio, Puerto Rico",8301,265,6579,317,4115,306,2199,325,248,103,17,19,0,25,1722,245,713,176,943,189,54,55,12,21,0,25
0500000US72077,"Juncos Municipio, Puerto Rico",12718,460,8946,450,5041,461,3511,445,384,168,10,16,0,29,3772,444,1784,318,1763,368,197,99,28,32,0,29
0500000US72121,"Sabana Grande Municipio, Puerto Rico",7493,312,5719,295,3955,316,1705,240,42,31,17,21,0,25,1774,257,879,160,780,175,109,84,0,25,6,10
0500000US72067,"Hormigueros Municipio, Puerto Rico",6253,266,4574,296,3225,294,1239,213,97,67,13,13,0,21,1679,233,997,187,607,122,60,50,9,14,6,9
0500000US72001,"Adjuntas Municipio, Puerto Rico",5861,247,3191,219,2139,202,969,173,56,37,9,14,18,28,2670,238,1504,199,1099,189,50,39,17,26,0,21
0500000US72027,"Camuy Municipio, Puerto Rico",11431,327,7994,349,4967,331,2850,313,167,101,10,15,0,29,3437,347,1867,308,1537,245,0,29,0,29,33,52
0500000US72055,"Guánica Municipio, Puerto Rico",5469,262,3928,246,2721,239,1137,184,55,39,9,14,6,8,1541,182,704,135,781,170,43,33,13,22,0,21
0500000US72091,"Manatí Municipio, Puerto Rico",15337,432,11229,422,6332,449,4281,395,522,171,84,64,10,15,4108,354,1597,265,2055,265,382,145,74,51,0,29
0500000US72103,"Naguabo Municipio, Puerto Rico",8317,425,6444,373,3909,400,2269,328,211,129,35,43,20,31,1873,332,1005,293,772,202,96,75,0,25,0,25
0500000US72105,"Naranjito Municipio, Puerto Rico",8520,349,6600,412,4048,368,2398,300,91,66,63,54,0,25,1920,350,932,229,908,240,54,66,26,32,0,25
0500000US72125,"San Germán Municipio, Puerto Rico",11840,419,8484,409,5585,382,2754,326,105,65,40,38,0,29,3356,345,1714,256,1358,251,275,121,0,29,9,15
