GEO_ID,NAME,B25014_001E,B25014_001M,B25014_002E,B25014_002M,B25014_003E,B25014_003M,B25014_004E,B25014_004M,B25014_005E,B25014_005M,B25014_006E,B25014_006M,B25014_007E,B25014_007M,B25014_008E,B25014_008M,B25014_009E,B25014_009M,B25014_010E,B25014_010M,B25014_011E,B25014_011M,B25014_012E,B25014_012M,B25014_013E,B25014_013M
0500000US28151,"Washington County, Mississippi",18299,333,9888,445,7966,376,1824,235,78,41,20,20,0,27,8411,475,5114,422,2838,327,390,110,29,23,40,36
0500000US28111,"Perry County, Mississippi",4563,209,3804,216,2609,208,1125,196,66,50,4,6,0,20,759,159,399,117,314,116,40,27,6,9,0,20
0500000US28019,"Choctaw County, Mississippi",3164,150,2417,175,1952,182,446,106,19,29,0,18,0,18,747,129,578,132,99,51,70,46,0,18,0,18
0500000US28057,"Itawamba County, Mississippi",8706,254,6774,278,5311,284,1364,210,80,57,19,22,0,24,1932,236,1284,199,618,175,20,31,10,16,0,24
0500000US28015,"Carroll County, Mississippi",3658,252,2955,295,2172,265,670,214,66,57,29,46,18,31,703,233,538,207,144,102,21,37,0,20,0,20
0500000US28043,"Grenada County, Mississippi",8224,372,5478,326,4425,332,1035,261,18,29,0,24,0,24,2746,306,1526,264,1047,217,144,84,0,24,29,46
0500000US28063,"Jefferson County, Mississippi",2530,221,1689,211,1213,195,400,149,76,62,0,18,0,18,841,178,693,175,136,77,12,14,0,18,0,18
0500000US28041,"Greene County, Mississippi",4172,364,3538,352,2481,293,936,238,42,49,79,107,0,20,634,157,505,145,105,66,24,20,0,20,0,20
0500000US28093,"Marshall County, Mississippi",13074,355,9933,403,7944,413,1920,344,61,48,0,27,8,13,3141,445,2020,326,970,290,138,112,13,15,0,27
0500000US28119,"Quitman County, Mississippi",3055,109,1772,149,1423,136,281,88,21,16,44,42,3,5,1283,150,837,137,403,93,37,29,0,18,6,10
0500000US28011,"Bolivar County, Mississippi",12159,337,6587,377,5414,373,1107,205,61,40,3,5,2,4,5572,384,3536,352,1901,264,102,51,33,34,0,27
0500000US28073,"Lamar County, Mississippi",22213,426,15376,547,12208,483,2968,378,176,120,24,24,0,30,6837,592,3896,459,2661,472,210,109,70,67,0,30
0500000US28081,"Lee County, Mississippi",32267,513,21392,583,16679,564,4510,387,152,75,43,48,8,13,10875,603,5814,570,3874,512,115,68,536,182,536,211
0500000US28113,"Pike County, Mississippi",14676,436,9867,532,8320,554,1423,225,83,57,41,34,0,27,4809,416,3224,349,1330,277,249,119,2,4,4,7
0500000US28135,"Tallahatchie County, Mississippi",4253,258,3145,228,2336,223,721,189,64,58,22,21,2,3,1108,190,668,148,440,121,0,20,0,20,0,20
0500000US28129,"Smith County, Mississippi",5872,257,4872,245,3788,254,1030,188,54,43,0,20,0,20,1000,200,621,187,356,116,16,13,0,20,7,12
0500000US28131,"Stone County, Mississippi",6135,287,4682,301,3382,319,1071,252,211,171,18,30,0,20,1453,278,818,227,518,188,117,68,0,20,0,20
0500000US28149,"Warren County, Mississippi",18766,456,12088,386,9610,433,2280,303,151,91,47,42,0,27,6678,510,4307,484,2096,341,182,115,93,86,0,27
0500000US28023,"Clarke County, Mississippi",6258,213,5096,250,3957,283,1096,201,39,30,4,6,0,20,1162,190,732,161,418,129,11,12,1,9,0,20
0500000US28069,"Kemper County, Mississippi",3710,270,2816,251,2123,259,637,192,40,35,16,24,0,20,894,207,617,186,200,103,5,8,5,11,67,73
0500000US28097,"Montgomery County, Mississippi",4619,210,3300,239,2501,254,763,173,2,6,21,28,13,20,1319,209,763,190,483,183,73,65,0,20,0,20
0500000US28105,"Oktibbeha County, Mississippi",17687,591,8996,408,7046,447,1785,267,136,102,14,23,15,23,8691,543,5518,515,3004,440,118,89,30,39,21,34
0500000US28109,"Pearl River County, Mississippi",20752,559,16085,565,11880,633,3967,415,154,92,65,89,19,31,4667,535,2828,434,1556,316,179,129,48,55,56,72
0500000US28079,"Leake County, Mississippi",8168,272,5906,335,4237,338,1493,263,119,80,37,36,20,23,2262,323,1256,258,885,227,101,68,20,30,0,24
0500000US28103,"Noxubee County, Mississippi",4020,169,2924,222,2140,188,691,152,78,58,15,19,0,20,1096,172,619,141,403,107,67,53,7,12,0,20
0500000US28099,"Neshoba County, Mississippi",10699,227,7775,307,5517,294,1866,236,246,97,83,53,63,58,2924,280,1655,243,866,186,202,97,93,56,108,79
0500000US28121,"Rankin County, Mississippi",55595,693,42383,900,31821,932,9864,720,642,203,48,39,8,14,13212,861,7188,737,5509,631,351,160,95,96,69,68
0500000US28137,"Tate County, Mississippi",10264,314,7709,362,5651,371,1812,273,188,103,58,75,0,24,2555,344,1363,269,933,211,226,149,0,24,33,50
0500000US28077,"Lawrence County, Mississippi",4793,161,3702,168,2686,157,910,121,99,56,7,10,0,20,1091,185,576,152,490,132,25,27,0,20,0,20
0500000US28107,"Panola County, Mississippi",12447,397,9064,405,6772,397,2147,374,91,54,52,65,2,3,3383,383,1842,289,1277,290,185,126,76,55,3,5
0500000US28161,"Yalobusha County, Mississippi",5161,212,3782,246,2858,243,897,166,15,17,3,5,9,15,1379,245,950,193,296,104,116,81,17,18,0,20
0500000US28017,"Chickasaw County, Mississippi",6426,222,4573,256,3345,240,1116,190,47,37,65,57,0,20,1853,254,1250,202,588,161,15,21,0,20,0,20
0500000US28029,"Copiah County, Mississippi",9623,329,7569,316,5433,283,1961,267,145,87,16,16,14,19,2054,274,1110,212,760,173,179,111,5,9,0,24
0500000US28039,"George County, Mississippi",7362,307,6149,326,4510,343,1524,275,91,64,24,27,0,24,1213,223,808,184,405,145,0,24,0,24,0,24
0500000US28049,"Hinds County, Mississippi",88705,895,51829,927,40524,907,10453,688,672,168,167,77,13,15,36876,1037,21890,826,13225,734,1414,302,300,125,47,43
0500000US28101,"Newton County, Mississippi",8042,247,6265,243,4553,310,1605,262,96,60,0,24,11,16,1777,233,926,169,587,144,173,87,45,39,46,46
0500000US28145,"Union County, Mississippi",9951,294,7194,373,5577,320,1552,222,55,45,0,24,10,15,2757,364,1597,296,924,239,102,97,82,71,52,54
0500000US28125,"Sharkey County, Mississippi",1755,114,1164,114,813,85,320,113,31,35,0,13,0,13,591,98,403,99,142,61,46,39,0,13,0,13
0500000US28139,"Tippah County, Mississippi",7983,351,5823,330,4410,349,1384,264,28,30,0,24,1,3,2160,324,1327,238,601,173,165,101,1,3,66,98
0500000US28035,"Forrest County, Mississippi",28033,578,15327,578,11765,541,3440,365,73,58,49,41,0,30,12706,657,8297,661,3824,483,390,146,163,107,32,37
0500000US28045,"Hancock County, Mississippi",19519,623,14555,600,11291,606,3078,418,111,74,75,78,0,27,4964,579,3038,493,1758,408,126,86,42,52,0,27
0500000US28071,"Lafayette County, Mississippi",19317,565,11822,483,9324,459,2403,320,82,63,13,23,0,30,7495,551,4205,408,2998,416,113,130,68,80,111,87
0500000US28055,"Issaquena County, Mississippi",484,55,222,52,185,48,29,21,8,11,0,13,0,13,262,56,182,47,73,35,7,15,0,13,0,13
0500000US28087,"Lowndes County, Mississippi",22742,438,13978,488,11061,454,2758,300,111,70,35,41,13,22,8764,471,5803,445,2771,346,172,97,0,30,18,20
0500000US28083,"Leflore County, Mississippi",10224,338,5118,311,3867,324,1197,201,25,34,10,11,19,20,5106,332,2868,276,1936,274,158,71,105,56,39,36
0500000US28157,"Wilkinson County, Mississippi",2898,276,2347,240,1872,244,475,154,0,18,0,18,0,18,551,153,417,133,115,69,10,17,9,16,0,18
0500000US28047,"Harrison County, Mississippi",78863,923,44176,1021,34221,999,9142,643,588,217,126,78,99,60,34687,1052,20839,1003,12339,816,1275,278,223,139,11,17
0500000US28065,"Jefferson Davis County, Mississippi",4839,199,3692,274,2957,248,637,174,98,81,0,20,0,20,1147,239,853,218,286,102,0,20,5,8,3,8
0500000US28085,"Lincoln County, Mississippi",12827,420,9672,475,7266,489,2278,307,55,49,35,50,38,38,3155,398,1946,299,1064,253,91,90,54,79,0,27
0500000US28123,"Scott County, Mississippi",10435,279,7677,336,5642,374,1761,278,241,140,33,30,0,24,2758,389,1252,267,1288,289,180,87,17,30,21,29
0500000US28159,"Winston County, Mississippi",7396,234,5348,273,4288,270,989,178,64,69,7,11,0,20,2048,277,1158,215,731,187,105,83,54,55,0,20
0500000US28163,"Yazoo County, Mississippi",8689,561,5460,438,4145,364,1167,249,111,72,0,24,37,47,3229,377,1970,343,1054,239,145,85,60,53,0,24
0500000US28009,"Benton County, Mississippi",3033,199,2528,215,1832,224,662,179,18,21,0,18,16,17,505,142,277,85,216,95,4,7,8,12,0,18
0500000US28037,"Franklin County, Mississippi",3004,177,2362,170,1811,169,540,121,0,18,11,19,0,18,642,173,349,111,263,97,23,33,7,14,0,18
0500000US28061,"Jasper County, Mississippi",6690,263,5669,285,4083,330,1456,270,100,59,30,32,0,20,1021,240,791,204,202,113,10,14,18,28,0,20
0500000US28067,"Jones County, Mississippi",24774,540,18107,602,14083,595,3659,448,304,140,52,44,9,15,6667,529,4047,460,2330,384,256,164,27,33,7,15
0500000US28095,"Monroe County, Mississippi",14043,362,10426,364,8334,351,1936,239,89,70,29,37,38,36,3617,379,2451,325,1074,210,92,68,0,27,0,27
0500000US28133,"Sunflower County, Mississippi",8389,201,4605,244,3673,227,846,150,77,38,9,13,0,24,3784,237,2086,207,1459,197,178,83,29,29,32,29
0500000US28155,"Webster County, Mississippi",3787,158,2798,158,2118,160,674,107,6,10,0,18,0,18,989,143,539,115,423,107,27,37,0,18,0,18
0500000US28001,"Adams County, Mississippi",11341,382,7002,396,5953,364,921,178,128,93,0,27,0,27,4339,356,2813,347,1387,250,139,89,0,27,0,27
0500000US28025,"Clay County, Mississippi",7755,250,5520,307,4443,261,1062,194,15,24,0,20,0,20,2235,270,1420,258,784,181,31,33,0,20,0,20
0500000US28031,"Covington County, Mississippi",6794,363,5466,376,3905,341,1446,296,114,91,1,2,0,20,1328,303,982,289,318,125,28,44,0,20,0,20
0500000US28053,"Humphreys County, Mississippi",3171,107,1919,157,1452,139,441,102,17,11,9,14,0,18,1252,164,805,140,359,100,78,49,10,17,0,18
0500000US29195,"Saline County, Missouri",8562,213,5900,227,4629,220,1133,167,127,70,10,11,1,2,2662,247,1847,212,718,152,62,33,35,37,0,20
0500000US29123,"Madison County, Missouri",5002,199,3635,234,2678,207,842,153,90,57,25,24,0,17,1367,230,868,177,461,164,38,46,0,17,0,17
0500000US29229,"Wright County, Missouri",7292,278,5059,267,3825,258,1032,173,124,75,13,21,65,51,2233,243,1405,183,757,168,23,33,34,45,14,20
0500000US29217,"Vernon County, Missouri",8170,277,5691,284,4604,266,978,150,101,53,8,12,0,20,2479,288,1859,236,580,142,35,31,5,7,0,20
0500000US29147,"Nodaway County, Missouri",8275,295,4768,229,3918,230,800,109,50,25,0,20,0,20,3507,297,2284,297,1138,272,42,41,28,43,15,15
0500000US29041,"Chariton County, Missouri",2779,135,2252,114,1874,111,349,58,29,18,0,15,0,15,527,73,381,63,140,45,3,4,3,6,0,15
0500000US29079,"Grundy County, Missouri",3985,141,2679,149,2219,157,392,79,54,26,7,9,7,7,1306,167,959,161,343,111,1,2,0,17,3,5
0500000US29141,"Morgan County, Missouri",7755,305,6021,260,4729,246,1238,206,34,34,20,23,0,20,1734,267,1179,203,524,156,31,27,0,20,0,20
0500000US29223,"Wayne County, Missouri",5448,303,4053,282,3066,242,919,181,41,38,27,43,0,17,1395,223,905,181,388,111,96,63,6,9,0,17
0500000US29017,"Bollinger County, Missouri",4669,211,3776,211,2827,210,875,166,65,65,0,17,9,14,893,146,642,137,215,77,36,27,0,17,0,17
0500000US29031,"Cape Girardeau County, Missouri",29366,525,19239,525,16085,584,2950,336,159,119,39,53,6,8,10127,512,6847,473,2920,379,302,131,53,31,5,9
0500000US29205,"Shelby County, Missouri",2459,98,1850,96,1535,102,279,74,21,19,0,15,15,23,609,79,392,62,203,53,9,10,5,8,0,15
0500000US29225,"Webster County, Missouri",13496,248,10027,315,7612,343,2102,218,223,70,40,36,50,42,3469,297,2046,207,1194,212,201,90,0,23,28,30
0500000US29005,"Atchison County, Missouri",2505,91,1762,85,1528,84,222,55,5,7,7,11,0,15,743,85,519,69,217,48,7,8,0,15,0,15
0500000US29013,"Bates County, Missouri",6706,195,4876,230,3902,212,833,134,130,52,6,8,5,7,1830,174,1209,172,557,123,64,37,0,17,0,17
0500000US29015,"Benton County, Missouri",7947,329,6606,296,5597,276,925,159,41,33,43,37,0,17,1341,180,848,151,405,108,68,37,20,19,0,17
0500000US29035,"Carter County, Missouri",2366,128,1801,128,1391,131,370,95,0,15,40,39,0,15,565,112,350,94,190,71,24,30,1,2,0,15
0500000US29057,"Dade County, Missouri",3117,135,2427,136,1861,108,497,89,50,34,19,21,0,15,690,116,519,98,138,40,23,23,10,15,0,15
0500000US29115,"Linn County, Missouri",5068,160,3662,137,2935,150,686,88,38,26,3,4,0,17,1406,134,1074,123,299,94,32,25,1,2,0,17
0500000US29091,"Howell County, Missouri",15922,372,10888,415,9056,388,1753,224,68,41,11,18,0,23,5034,411,3494,379,1292,251,74,42,77,69,97,85
0500000US29101,"Johnson County, Missouri",19939,394,11904,458,9290,475,2352,321,240,105,22,23,0,26,8035,531,4879,432,2896,416,246,109,14,21,0,26
0500000US29105,"Laclede County, Missouri",13866,363,9508,452,7108,434,2159,348,225,114,14,22,2,4,4358,411,2706,341,1435,258,190,87,27,30,0,23
0500000US29125,"Maries County, Missouri",3645,162,2664,178,2173,160,447,96,41,37,3,5,0,15,981,166,723,157,226,86,20,22,12,15,0,15
0500000US29161,"Phelps County, Missouri",17601,421,10626,390,8502,422,2016,262,91,71,17,22,0,23,6975,449,4301,444,2473,362,158,78,37,46,6,11
0500000US29165,"Platte County, Missouri",38613,489,25421,490,21271,625,4050,355,33,31,67,70,0,26,13192,530,9107,532,3642,425,335,169,108,89,0,26
0500000US29187,"St. Francois County, Missouri",24910,535,17005,504,13074,598,3794,392,124,88,13,20,0,26,7905,593,4639,458,2891,409,131,123,175,116,69,87
0500000US29003,"Andrew County, Missouri",6807,173,5323,207,4332,237,944,160,32,29,15,20,0,17,1484,180,912,156,522,113,2,3,0,17,48,66
0500000US29033,"Carroll County, Missouri",3552,129,2569,128,2083,118,450,69,27,24,9,10,0,15,983,137,710,106,265,93,8,8,0,15,0,15
0500000US29061,"Daviess County, Missouri",2991,95,2348,91,1874,92,402,53,56,20,11,12,5,6,643,89,415,67,217,63,9,8,2,3,0,15
0500000US29103,"Knox County, Missouri",1533,74,1226,87,1021,74,188,58,17,17,0,11,0,11,307,69,200,41,107,58,0,11,0,11,0,11
0500000US29127,"Marion County, Missouri",11500,243,7399,297,5992,289,1356,172,51,30,0,20,0,20,4101,279,2779,263,1209,200,113,73,0,20,0,20
0500000US29151,"Osage County, Missouri",5113,164,4259,155,3428,161,753,115,55,31,0,17,23,34,854,126,583,91,260,74,2,4,9,15,0,17
0500000US29181,"Ripley County, Missouri",5154,208,4069,196,3051,210,961,213,56,36,1,3,0,17,1085,150,610,111,434,130,34,30,7,11,0,17
0500000US29219,"Warren County, Missouri",12232,369,9519,326,7089,336,2303,297,108,64,19,29,0,23,2713,274,1413,270,884,202,212,132,80,98,124,126
0500000US29007,"Audrain County, Missouri",9328,225,6185,266,4863,225,1266,193,56,38,0,20,0,20,3143,239,2332,239,746,159,23,30,40,55,2,3
0500000US29043,"Christian County, Missouri",31097,385,23065,568,17877,615,4978,398,147,72,39,36,24,27,8032,473,4947,495,2552,322,420,174,80,58,33,40
0500000US29077,"Greene County, Missouri",122026,839,70091,1110,57964,996,11687,672,317,115,123,94,0,26,51935,1202,33643,993,15956,980,1108,263,902,265,326,174
0500000US29081,"Harrison County, Missouri",3556,141,2564,162,1972,142,546,104,34,21,10,11,2,3,992,138,670,138,290,70,31,37,0,15,1,2
0500000US29185,"St. Clair County, Missouri",4126,168,3207,171,2565,161,597,110,34,24,0,15,11,15,919,142,671,125,229,62,11,14,7,11,1,3
0500000US29001,"Adair County, Missouri",9513,283,5712,255,4623,249,1061,159,20,16,8,15,0,20,3801,276,2695,257,1073,187,33,31,0,20,0,20
0500000US29199,"Scotland County, Missouri",1820,104,1290,110,994,99,244,76,41,28,5,8,6,10,530,89,335,74,176,70,19,20,0,11,0,11
0500000US29211,"Sullivan County, Missouri",2174,96,1561,107,1223,102,312,74,24,28,2,4,0,15,613,92,387,74,182,58,42,36,2,4,0,15
0500000US29045,"Clark County, Missouri",2942,122,2159,121,1719,121,399,72,20,18,21,21,0,15,783,113,549,100,230,68,0,15,4,6,0,15
0500000US29099,"Jefferson County, Missouri",84393,600,67221,896,50316,890,16043,641,790,213,70,64,2,3,17172,921,10466,809,6196,658,451,189,30,44,29,37
0500000US29111,"Lewis County, Missouri",3766,129,2757,149,2130,144,568,89,19,18,40,36,0,17,1009,127,719,93,264,74,21,26,5,7,0,17
0500000US29143,"New Madrid County, Missouri",7312,187,4516,185,3537,198,895,132,72,39,11,13,1,3,2796,226,1663,197,1032,165,91,61,6,11,4,7
0500000US29157,"Perry County, Missouri",7605,201,5670,225,4257,242,1311,153,87,62,15,16,0,17,1935,240,1249,189,621,166,65,52,0,17,0,17
0500000US29173,"Ralls County, Missouri",4004,156,3344,148,2726,143,590,102,22,21,6,10,0,17,660,124,373,92,261,83,26,35,0,17,0,17
0500000US29177,"Ray County, Missouri",8785,246,6802,262,5289,262,1441,215,57,37,15,22,0,20,1983,219,1391,204,559,150,10,12,3,5,20,27
0500000US29189,"St. Louis County, Missouri",403547,1821,278370,2162,233009,2088,43687,1236,1414,234,166,69,94,56,125177,2134,85482,1892,37263,1591,1919,412,422,148,91,70
0500000US29209,"Stone County, Missouri",12841,354,10529,392,8593,398,1764,279,125,89,47,35,0,23,2312,257,1465,223,758,134,38,27,49,45,2,4
0500000US29009,"Barry County, Missouri",13211,462,9726,402,7566,394,1864,312,237,120,57,47,2,3,3485,400,1922,294,1237,248,291,145,0,23,35,31
0500000US29019,"Boone County, Missouri",69957,724,38686,754,32090,806,6473,538,112,76,11,17,0,26,31271,915,21402,904,8756,784,857,282,148,103,108,99
0500000US29039,"Cedar County, Missouri",5785,244,4187,250,3195,258,922,196,68,61,2,4,0,17,1598,226,1257,214,339,98,2,4,0,17,0,17
0500000US29055,"Crawford County, Missouri",9473,304,6566,299,5418,319,1023,186,114,70,11,12,0,20,2907,290,1714,242,1059,174,103,76,31,48,0,20
0500000US29093,"Iron County, Missouri",4156,158,2899,156,2195,146,624,98,58,42,22,22,0,17,1257,146,886,126,331,79,31,23,9,14,0,17
0500000US29117,"Livingston County, Missouri",5882,206,4008,189,3336,183,629,118,25,16,11,11,7,10,1874,182,1294,165,527,107,41,34,12,19,0,17
0500000US29135,"Moniteau County, Missouri",5346,162,4095,207,3093,214,937,124,58,47,7,11,0,17,1251,157,881,142,319,90,43,37,8,12,0,17
0500000US29149,"Oregon County, Missouri",4307,193,3269,195,2670,169,544,140,31,29,12,16,12,15,1038,162,767,149,242,75,18,27,11,16,0,17
0500000US29069,"Dunklin County, Missouri",12427,257,7816,369,6355,317,1334,199,116,50,11,18,0,23,4611,329,3004,312,1465,252,89,52,45,43,8,13
0500000US29159,"Pettis County, Missouri",15921,300,10659,341,8438,293,2038,212,166,65,7,7,10,10,5262,341,3436,301,1677,212,102,52,47,45,0,23
0500000US29186,"Ste. Genevieve County, Missouri",7134,268,5532,304,4228,300,1253,185,51,46,0,17,0,17,1602,284,950,210,624,195,28,37,0,17,0,17
0500000US29175,"Randolph County, Missouri",8347,298,6148,254,4698,257,1404,161,28,23,18,17,0,20,2199,260,1618,240,532,122,18,22,31,36,0,20
0500000US29071,"Franklin County, Missouri",40780,503,29916,696,22811,661,6764,534,243,95,65,58,33,38,10864,639,7015,548,3616,502,149,96,69,86,15,20
0500000US29089,"Howard County, Missouri",3559,183,2761,167,2233,150,504,68,24,18,0,17,0,17,798,123,555,93,210,67,33,29,0,17,0,17
0500000US29095,"Jackson County, Missouri",282653,1541,165222,1653,134120,1433,29465,1067,1337,241,215,96,85,51,117431,1548,80389,1565,34239,1335,1955,265,700,164,148,96
0500000US29131,"Miller County, Missouri",9804,295,7244,336,5746,286,1408,229,77,59,13,14,0,20,2560,332,1576,306,870,236,114,62,0,20,0,20
0500000US29169,"Pulaski County, Missouri",15026,556,7315,619,5784,530,1427,291,104,69,0,26,0,26,7711,719,4959,652,2593,440,126,92,33,47,0,26
0500000US29171,"Putnam County, Missouri",1803,131,1333,131,1162,115,153,58,8,11,10,15,0,11,470,87,338,71,117,55,0,11,15,23,0,11
0500000US29213,"Taney County, Missouri",22366,515,13394,464,10780,480,2453,293,144,64,17,20,0,26,8972,527,5087,487,3441,412,386,174,29,23,29,41
0500000US29215,"Texas County, Missouri",9579,362,7040,346,5540,362,1440,206,37,33,23,31,0,20,2539,320,1594,231,830,214,44,43,58,52,13,21
0500000US29021,"Buchanan County, Missouri",33432,531,21219,544,17199,509,3796,342,156,60,68,70,0,26,12213,589,8291,587,3428,409,338,140,128,87,28,33
0500000US29025,"Caldwell County, Missouri",3682,110,2747,128,2080,108,600,85,65,56,2,3,0,15,935,105,616,95,238,58,39,27,42,29,0,15
0500000US29027,"Callaway County, Missouri",16038,421,11685,476,9306,474,2314,260,58,50,7,12,0,23,4353,415,2780,317,1476,276,90,76,7,9,0,23
0500000US29037,"Cass County, Missouri",39444,370,30052,547,23514,497,6206,387,291,127,31,27,10,11,9392,564,5854,486,3164,381,276,141,98,73,0,26
0500000US29049,"Clinton County, Missouri",8157,177,6156,235,4958,249,1138,173,58,45,0,20,2,3,2001,204,1196,189,766,146,4,7,17,20,18,30
0500000US29053,"Cooper County, Missouri",6428,177,4504,175,3784,172,671,95,28,16,13,16,8,8,1924,174,1424,162,452,99,13,17,34,29,1,3
0500000US29059,"Dallas County, Missouri",6253,252,4656,288,3447,299,1083,222,88,84,38,40,0,17,1597,283,1070,242,465,158,22,27,40,46,0,17
0500000US29075,"Gentry County, Missouri",2601,110,1924,107,1439,97,443,80,29,16,13,16,0,15,677,69,440,57,230,55,0,15,7,12,0,15
0500000US29085,"Hickory County, Missouri",4020,238,3273,209,2731,193,498,142,17,25,24,27,3,5,747,140,489,116,245,68,6,7,7,11,0,15
0500000US29113,"Lincoln County, Missouri",18738,401,14668,406,10300,514,4134,364,232,91,2,4,0,26,4070,358,2374,268,1557,300,108,60,31,29,0,26
0500000US29133,"Mississippi County, Missouri",5040,169,2998,230,2304,217,581,123,108,57,0,17,5,8,2042,219,1147,176,865,194,28,32,2,4,0,17
0500000US29137,"Monroe County, Missouri",3632,143,2701,135,2340,131,326,55,21,17,12,15,2,3,931,135,643,123,282,69,6,5,0,15,0,15
0500000US29145,"Newton County, Missouri",22268,359,15764,435,12521,452,2992,271,177,99,66,48,8,16,6504,452,4280,431,1985,276,148,70,58,46,33,50
0500000US29153,"Ozark County, Missouri",4144,154,3191,138,2423,168,703,129,50,29,15,23,0,15,953,153,715,127,204,87,16,17,18,29,0,15
0500000US29163,"Pike County, Missouri",6650,227,4704,246,3726,252,925,144,31,27,7,12,15,22,1946,236,1135,189,772,151,36,31,3,4,0,17
0500000US29183,"St. Charles County, Missouri",144643,1052,116278,1192,93991,1252,21596,711,589,148,31,24,71,64,28365,958,19630,825,8239,596,405,139,54,42,37,42
0500000US30017,"Custer County, Montana",4889,171,3361,140,2732,129,585,80,24,15,20,24,0,16,1528,163,1112,153,405,86,7,9,4,3,0,16
0500000US30041,"Hill County, Montana",6274,194,3867,210,3049,196,748,128,53,26,8,7,9,15,2407,238,1480,211,894,174,28,24,5,8,0,16
0500000US30075,"Powder River County, Montana",769,63,557,55,455,41,102,45,0,10,0,10,0,10,212,44,172,35,40,24,0,10,0,10,0,10
0500000US30067,"Park County, Montana",7691,234,5314,292,4464,274,832,149,4,5,12,15,2,3,2377,280,1768,253,536,124,15,20,58,62,0,16
0500000US30085,"Roosevelt County, Montana",3156,103,1938,112,1488,87,399,66,51,30,0,16,0,16,1218,106,694,100,405,70,91,39,24,18,4,7
0500000US30005,"Blaine County, Montana",2320,99,1366,81,1104,89,195,47,60,28,7,8,0,14,954,104,556,76,328,68,51,26,19,15,0,14
0500000US30051,"Liberty County, Montana",886,79,554,56,484,53,70,25,0,10,0,10,0,10,332,66,223,58,100,42,7,9,2,4,0,10
0500000US30083,"Richland County, Montana",4493,155,2853,215,2390,212,430,93,21,20,12,21,0,16,1640,203,1025,183,508,136,88,78,19,30,0,16
0500000US30099,"Teton County, Montana",2475,86,1725,96,1435,91,258,58,30,20,0,14,2,3,750,86,511,73,182,53,54,40,3,4,0,14
0500000US30101,"Toole County, Montana",1898,132,1097,109,856,89,239,63,1,2,1,5,0,10,801,119,620,131,177,82,4,6,0,10,0,10
0500000US30025,"Fallon County, Montana",1302,75,873,89,724,95,149,61,0,10,0,10,0,10,429,78,353,72,69,36,0,10,0,10,7,10
0500000US30019,"Daniels County, Montana",856,73,691,60,593,59,96,39,2,3,0,10,0,10,165,57,123,47,42,34,0,10,0,10,0,10
0500000US30045,"Judith Basin County, Montana",923,56,676,60,574,63,102,32,0,10,0,10,0,10,247,43,213,42,31,16,3,4,0,10,0,10
0500000US30093,"Silver Bow County, Montana",15158,380,10135,385,8464,382,1610,223,33,38,25,34,3,5,5023,453,3330,336,1514,371,53,63,57,77,69,103
0500000US30023,"Deer Lodge County, Montana",3855,286,2645,182,2161,165,470,119,6,11,8,12,0,14,1210,224,877,195,298,113,35,35,0,14,0,14
0500000US30043,"Jefferson County, Montana",4444,129,3776,142,3158,153,552,100,36,30,24,21,6,10,668,128,431,103,227,78,0,16,10,16,0,16
0500000US30055,"McCone County, Montana",704,56,576,56,487,51,76,31,2,3,11,17,0,10,128,42,111,39,6,6,11,12,0,10,0,10
0500000US30107,"Wheatland County, Montana",821,64,579,69,483,70,81,30,10,14,5,6,0,10,242,51,138,40,88,40,9,14,0,10,7,12
0500000US30087,"Rosebud County, Montana",3147,128,2236,110,1729,111,442,88,54,29,6,7,5,7,911,114,525,106,321,81,44,22,10,10,11,12
0500000US30011,"Carter County, Montana",625,56,512,55,428,50,80,23,4,5,0,10,0,10,113,30,76,25,34,18,3,5,0,10,0,10
0500000US30021,"Dawson County, Montana",3972,174,2703,208,2390,226,297,92,15,13,1,2,0,14,1269,190,784,170,422,145,63,67,0,14,0,14
0500000US30007,"Broadwater County, Montana",2420,109,1971,110,1655,132,313,80,3,7,0,14,0,14,449,103,326,99,123,62,0,14,0,14,0,14
0500000US30047,"Lake County, Montana",11849,225,8551,258,6676,262,1708,172,141,65,26,26,0,18,3298,209,1953,186,1160,169,152,92,17,16,16,19
0500000US30073,"Pondera County, Montana",2114,100,1558,103,1289,92,250,52,19,11,0,14,0,14,556,93,407,80,124,42,22,17,3,5,0,14
0500000US30111,"Yellowstone County, Montana",65025,514,44423,733,36335,804,7606,494,431,178,32,30,19,19,20602,777,13386,736,6206,563,878,240,123,79,9,18
0500000US30081,"Ravalli County, Montana",17108,346,13021,412,10768,426,2039,268,84,59,78,48,52,52,4087,321,2771,329,1231,224,77,64,8,11,0,21
0500000US30105,"Valley County, Montana",3436,186,2620,176,2127,168,483,102,6,6,4,5,0,14,816,180,563,133,242,107,11,13,0,14,0,14
0500000US30027,"Fergus County, Montana",4975,250,3583,262,3003,245,560,128,20,14,0,16,0,16,1392,225,937,184,350,114,72,66,33,43,0,16
0500000US30061,"Mineral County, Montana",1699,102,1240,103,1007,97,208,67,22,18,3,6,0,10,459,90,335,78,96,52,28,30,0,10,0,10
0500000US30069,"Petroleum County, Montana",187,27,126,20,112,19,14,13,0,10,0,10,0,10,61,21,51,17,7,8,3,4,0,10,0,10
0500000US30089,"Sanders County, Montana",4953,209,3791,200,3039,149,703,137,11,9,18,16,20,31,1162,173,701,130,453,107,8,8,0,16,0,16
