County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Culebra Municipio,PuertoRico,0500000US72049,1314,649,283.0,113,703,11830.0,1176,89.5,0.25263157894736843,0.05052631578947368
Salinas Municipio,PuertoRico,0500000US72123,28633,12274,4773.0,2704,18922,9034.0,27317,95.9,0.152014652014652,0.018411413148255253
Barceloneta Municipio,PuertoRico,0500000US72017,24299,3348,4980.0,2641,15197,9170.0,22907,94.3,0.1373283395755306,0.007990012484394507
Yauco Municipio,PuertoRico,0500000US72153,36439,8250,6357.0,4902,24499,8339.0,34325,94.7,0.15505097312326227,0.015106580166821131
Guaynabo Municipio,PuertoRico,0500000US72061,88663,19982,43735.0,18220,36343,23895.0,82017,92.8,0.11358718470432452,0.01152989051448503
Cabo Rojo Municipio,PuertoRico,0500000US72023,49005,35356,9273.0,7047,28008,9245.0,46690,95.5,0.13528359734287174,0.01980071538068472
Fajardo Municipio,PuertoRico,0500000US72053,32001,13789,7238.0,4048,17127,11663.0,29030,91.2,0.1648270787343635,0.025508952661270543
Patillas Municipio,PuertoRico,0500000US72109,17334,12941,2918.0,1578,12814,9223.0,16696,96.4,0.18931493662762713,0.017487566180009625
Rincón Municipio,PuertoRico,0500000US72117,14269,2620,3370.0,1900,7628,11650.0,13634,95.8,0.14411076443057722,0.008970358814352574
Aguas Buenas Municipio,PuertoRico,0500000US72007,26275,9568,5839.0,2629,17721,10188.0,24158,92.3,0.1917581768803873,0.0033061754634549534
Bayamón Municipio,PuertoRico,0500000US72021,182955,60561,63380.0,27060,93172,14377.0,165041,92.9,0.12917279952899619,0.009729172799528996
Cayey Municipio,PuertoRico,0500000US72035,44530,14101,12731.0,5215,28182,12088.0,41302,92.8,0.17333003769387628,0.012605820923191003
Maunabo Municipio,PuertoRico,0500000US72095,11023,8216,2160.0,1246,8585,9471.0,10480,95.1,0.18701700154559506,0.05048943843379701
Peñuelas Municipio,PuertoRico,0500000US72111,20984,5971,3459.0,2562,14616,8609.0,20446,97.6,0.1527121797624159,0.034206383283240306
San Sebastián Municipio,PuertoRico,0500000US72131,37964,11286,6328.0,4026,26009,8739.0,35331,93.4,0.16009781357882624,0.00726409666283084
Toa Alta Municipio,PuertoRico,0500000US72135,73405,13483,29300.0,11343,39483,14241.0,68145,93.0,0.07997458242556282,0.02505446623093682
Vieques Municipio,PuertoRico,0500000US72147,8771,3475,2659.0,933,5087,11156.0,7835,89.3,0.24979757085020243,0.004048582995951417
Yabucoa Municipio,PuertoRico,0500000US72151,34149,23662,6345.0,3706,24137,9148.0,32408,95.0,0.17232554171643064,0.020900870158675994
Caguas Municipio,PuertoRico,0500000US72025,131363,30820,45929.0,19796,77027,14654.0,122818,93.9,0.15947274260215097,0.012523391391967755
Canóvanas Municipio,PuertoRico,0500000US72029,46108,23304,13002.0,5043,27674,11920.0,41631,90.6,0.12456890605600772,0.038488067319630295
Coamo Municipio,PuertoRico,0500000US72043,39265,13061,9489.0,4495,26396,10761.0,37470,95.5,0.1440131874719017,0.020155851940656378
Dorado Municipio,PuertoRico,0500000US72051,37208,7764,14715.0,5499,20928,16570.0,35371,95.4,0.11337429509300564,0.037454759700361925
Barranquitas Municipio,PuertoRico,0500000US72019,28755,3179,4839.0,2577,21639,8221.0,27415,95.8,0.15384615384615385,0.045301637138371834
Orocovis Municipio,PuertoRico,0500000US72107,21407,3591,3066.0,1837,15520,7889.0,20809,97.6,0.18458568458568458,0.01885951885951886
Añasco Municipio,PuertoRico,0500000US72011,27368,6818,6865.0,2645,17935,10259.0,26260,96.3,0.12918392477331245,0.0090675025187507
Ceiba Municipio,PuertoRico,0500000US72037,11853,4224,2128.0,1163,6858,13044.0,11279,95.2,0.17609342798259675,0.027936798717655142
Comerío Municipio,PuertoRico,0500000US72045,19539,3521,2356.0,1199,13848,6903.0,18766,96.1,0.24725839616175463,0.012679917751884852
Isabela Municipio,PuertoRico,0500000US72071,42420,13553,8173.0,4690,26460,9228.0,39448,93.6,0.13402611244337864,0.006461497468691713
Lares Municipio,PuertoRico,0500000US72081,26451,7626,4662.0,2818,19864,8735.0,24735,94.3,0.1429718875502008,0.0034136546184738957
Las Piedras Municipio,PuertoRico,0500000US72085,37768,24570,9225.0,3888,25581,11239.0,35752,94.8,0.10473377504590085,0.030573960245868923
San Juan Municipio,PuertoRico,0500000US72127,344606,107356,121890.0,53544,164579,18569.0,308817,90.5,0.2579734805254093,0.009088834014650039
Vega Alta Municipio,PuertoRico,0500000US72143,37724,9586,9037.0,3586,22908,11678.0,35257,95.1,0.15528661378689998,0.019625480415406002
Maricao Municipio,PuertoRico,0500000US72093,6202,3699,406.0,311,4992,5974.0,6005,96.8,0.16839378238341968,0.04041450777202073
Aibonito Municipio,PuertoRico,0500000US72009,23457,5535,4767.0,2251,16865,10630.0,22741,97.1,0.1448018311046862,0.031923864594627156
Juncos Municipio,PuertoRico,0500000US72077,39128,20627,8407.0,3695,24252,9316.0,36538,93.5,0.12533417203962888,0.030979713791476647
Sabana Grande Municipio,PuertoRico,0500000US72121,23054,6941,4607.0,2651,13691,9560.0,21578,94.1,0.1557453623381823,0.007874015748031496
Hormigueros Municipio,PuertoRico,0500000US72067,16180,11290,4215.0,2061,10046,11874.0,15416,95.4,0.17255717255717257,0.017591556053094516
Adjuntas Municipio,PuertoRico,0500000US72001,18181,4469,2480.0,1864,13398,7126.0,17063,94.1,0.17590854802934652,0.01416140590342945
Camuy Municipio,PuertoRico,0500000US72027,32222,6016,7173.0,3629,21243,10252.0,30623,95.3,0.1160003499256408,0.01548420960545884
Guánica Municipio,PuertoRico,0500000US72055,16783,6299,1949.0,1428,11483,7430.0,16052,95.7,0.16364966172974948,0.012799414883891021
Manatí Municipio,PuertoRico,0500000US72091,39692,6090,9620.0,4854,24325,10946.0,36768,93.0,0.18465149638130013,0.040164308534915566
Naguabo Municipio,PuertoRico,0500000US72103,26266,8952,3875.0,2535,18604,9263.0,25003,95.3,0.1564265961284117,0.03198268606468679
Naranjito Municipio,PuertoRico,0500000US72105,28557,4466,6394.0,2663,19868,9150.0,27250,95.6,0.1596244131455399,0.01807511737089202
San Germán Municipio,PuertoRico,0500000US72125,32114,13368,6357.0,3849,19410,9874.0,30660,95.7,0.18910472972972972,0.012246621621621621
Utuado Municipio,PuertoRico,0500000US72141,29402,11213,4936.0,2991,20082,8639.0,27527,93.7,0.16018678306770887,0.007105877575880621
Arecibo Municipio,PuertoRico,0500000US72013,87242,15529,19662.0,10869,52486,10203.0,82078,94.9,0.1697181326286649,0.012331697495910406
Arroyo Municipio,PuertoRico,0500000US72015,18111,7165,1892.0,1492,13009,7979.0,17542,96.9,0.15394868377207596,0.03548817060979673
Cataño Municipio,PuertoRico,0500000US72033,24888,8574,6725.0,2229,15680,12195.0,23159,93.3,0.26524112829845314,0.023316651501364877
Florida Municipio,PuertoRico,0500000US72054,11910,1451,1992.0,868,7953,8871.0,11499,96.7,0.10440456769983687,0.022139361454206478
Monroe County,Alabama,0500000US01099,21512,9698,10011.0,1283,24,18890.0,18436,86.6,0.1104429991409989,0.0013498588783899864
Lawrence County,Alabama,0500000US01079,33171,7229,20675.0,1795,139,23557.0,30234,91.8,0.05503083287799547,0.004839590976504566
Lee County,Alabama,0500000US01081,159287,47301,93122.0,18645,2087,26960.0,145322,92.1,0.046132080238492246,0.007730786721236926
Pickens County,Alabama,0500000US01107,20298,8936,10130.0,1357,447,22417.0,17273,91.5,0.09707835325365206,0.00398406374501992
Sumter County,Alabama,0500000US01119,12985,9784,4425.0,913,47,15882.0,10856,84.5,0.1321577174559144,0.0031702001188825043
Choctaw County,Alabama,0500000US01023,13075,5655,6843.0,770,54,22182.0,11464,88.6,0.10130841121495326,0.00897196261682243
Marengo County,Alabama,0500000US01091,19538,10683,9825.0,1203,26,23056.0,17471,90.4,0.1036302780638517,0.0038619979402677654
Russell County,Alabama,0500000US01113,58213,28957,32307.0,3876,665,22055.0,48911,86.6,0.0980650835532102,0.007475813544415127
Covington County,Alabama,0500000US01039,37351,5727,21927.0,2539,142,23071.0,32670,88.8,0.05230543710021322,0.0113272921108742
Crenshaw County,Alabama,0500000US01041,13865,3927,7685.0,1100,152,23353.0,12296,90.0,0.06606965174129353,0.007761194029850746
Lauderdale County,Alabama,0500000US01077,92585,12024,56638.0,9403,682,27189.0,83382,90.9,0.07005244846030015,0.0071402606844264424
Lowndes County,Alabama,0500000US01085,10236,7690,4557.0,656,27,19491.0,9202,90.8,0.13444976076555024,0.008373205741626795
Limestone County,Alabama,0500000US01083,93052,17909,62125.0,10857,1743,27699.0,81473,90.4,0.03645022723028077,0.00803087841623607
St. Clair County,Alabama,0500000US01115,87306,11082,57333.0,6805,587,24861.0,77829,91.2,0.030430187740892702,0.006216585851050603
Winston County,Alabama,0500000US01133,23875,874,12524.0,1432,140,21799.0,20640,87.7,0.07082845900244603,0.0037222163139423586
Cullman County,Alabama,0500000US01043,82313,3921,48157.0,5047,983,22980.0,71815,88.2,0.04162056622193296,0.012268141880898146
Elmore County,Alabama,0500000US01051,81212,20388,55388.0,8948,681,27475.0,70103,91.8,0.04680369213876403,0.008578389321620972
Jackson County,Alabama,0500000US01071,52094,4682,27923.0,3450,394,21608.0,46619,90.4,0.04557354794919034,0.011732764472025599
Talladega County,Alabama,0500000US01121,80565,28845,42651.0,4993,571,22498.0,70388,90.7,0.0785175279396313,0.008660489699748464
Washington County,Alabama,0500000US01129,16643,5640,8965.0,771,84,22776.0,14942,90.4,0.03679041118694856,0.009322457133344432
Coffee County,Alabama,0500000US01031,51288,12365,33437.0,5439,1026,27577.0,44577,89.9,0.06008388498660872,0.005609176815402496
Morgan County,Alabama,0500000US01103,119122,23156,75075.0,12416,2985,25907.0,105414,89.8,0.05290715506287517,0.006879025544406958
Chilton County,Alabama,0500000US01021,43930,7331,25207.0,2728,1429,24611.0,37433,85.8,0.04913139514058862,0.014327502835651602
Colbert County,Alabama,0500000US01033,54495,11207,34142.0,4573,513,24918.0,49685,91.9,0.060644983714849304,0.002935914491490435
Dale County,Alabama,0500000US01045,49255,13366,27982.0,3739,603,23837.0,41132,88.6,0.05479378682378147,0.007016604177825388
Etowah County,Alabama,0500000US01055,102939,20229,61785.0,7837,1476,24065.0,91484,89.6,0.06294968666993321,0.005080331124119968
DeKalb County,Alabama,0500000US01049,71200,10228,35376.0,3557,3716,21004.0,60212,85.5,0.05322975662023573,0.014656360018368285
Lamar County,Alabama,0500000US01075,13933,1746,7275.0,823,30,21666.0,12470,90.6,0.07130900569132909,0.013893538667559425
Randolph County,Alabama,0500000US01111,22574,5131,12754.0,1436,91,23247.0,19979,89.5,0.06999884299433068,0.014115469165798913
Mobile County,Alabama,0500000US01097,414659,171001,244831.0,42033,4645,25215.0,360577,88.4,0.06668121233900828,0.00940762749388761
Walker County,Alabama,0500000US01127,64493,5946,36420.0,3224,498,22772.0,56769,89.0,0.05727752037066624,0.013300846780635884
Cleburne County,Alabama,0500000US01029,14938,870,8503.0,927,127,21989.0,12874,87.2,0.040342298288508556,0.008033531260915125
Greene County,Alabama,0500000US01063,8426,6981,2735.0,371,0,14209.0,7415,88.6,0.14957698815566836,0.020642978003384094
Barbour County,Alabama,0500000US01005,25782,13566,10783.0,1417,690,18461.0,20324,88.8,0.09242325277596342,0.020901371652514697
Bullock County,Alabama,0500000US01011,10352,8076,5142.0,526,43,20346.0,8902,89.2,0.1172069825436409,0.0
Calhoun County,Alabama,0500000US01015,115098,29540,65540.0,8060,1439,24706.0,102875,90.6,0.057713232518375415,0.009703994848222415
Clarke County,Alabama,0500000US01025,24387,11452,13105.0,1342,38,21111.0,21504,89.2,0.1022654413336183,0.009510579183586236
Montgomery County,Alabama,0500000US01101,226941,144079,130633.0,28342,3745,28008.0,198563,89.5,0.08454388601324651,0.005788389825791729
Marshall County,Alabama,0500000US01095,95145,7258,52239.0,7915,4427,23833.0,81929,86.9,0.04799977074736359,0.007995185694635488
Henry County,Alabama,0500000US01067,17124,4945,10021.0,1300,107,24069.0,14904,88.6,0.0553306342780027,0.004798320587794272
Madison County,Alabama,0500000US01089,357560,113725,249922.0,62705,4917,35526.0,320977,91.1,0.04889987332709148,0.004619430522663436
Tallapoosa County,Alabama,0500000US01123,40636,12385,22548.0,3426,182,23655.0,36880,91.9,0.08979815175097276,0.00620136186770428
Aleutians West Census Area,Alaska,0500000US02016,5750,4051,3987.0,536,512,37070.0,4504,81.2,0.1641156462585034,0.004251700680272109
Wilcox County,Alabama,0500000US01131,10809,7906,4634.0,642,68,16584.0,9310,88.4,0.1608832807570978,0.001840168243953733
Denali Borough,Alaska,0500000US02068,2232,422,1372.0,461,10,34956.0,1768,80.8,0.03286384976525822,0.014084507042253521
Kenai Peninsula Borough,Alaska,0500000US02122,58220,9731,40338.0,5847,556,33820.0,47238,82.8,0.06600432362816798,0.02598776505220551
Bristol Bay Borough,Alaska,0500000US02060,890,389,684.0,116,1,45259.0,702,80.2,0.0990990990990991,0.0
Kodiak Island Borough,Alaska,0500000US02150,13649,6365,9829.0,1405,854,32516.0,10381,79.7,0.09398582209009833,0.04962268465584267
Northwest Arctic Borough,Alaska,0500000US02188,7734,6875,3857.0,315,50,23230.0,5584,72.4,0.656989247311828,0.19516129032258064
Bethel Census Area,Alaska,0500000US02050,18040,16054,7812.0,746,467,19760.0,14096,79.3,0.5645019745502413,0.2224659938569548
North Slope Borough,Alaska,0500000US02185,9797,6698,7183.0,741,120,49903.0,7706,79.2,0.3819938962360122,0.15462868769074262
Sitka City and Borough,Alaska,0500000US02220,8738,3083,6800.0,1256,120,38423.0,6982,81.7,0.13367031732659365,0.006739679865206402
Fairbanks North Star Borough,Alaska,0500000US02090,99653,24372,73765.0,12681,799,36374.0,83423,90.0,0.04272450907895818,0.02807219346534111
Ketchikan Gateway Borough,Alaska,0500000US02130,13804,4585,10124.0,1632,237,34900.0,11733,86.8,0.11282147550215882,0.01989862962267693
Matanuska-Susitna Borough,Alaska,0500000US02170,103464,17537,76750.0,9107,1002,30943.0,85999,84.8,0.03270831309304058,0.03364746267690016
Nome Census Area,Alaska,0500000US02180,9925,8324,5014.0,453,135,22293.0,7504,77.5,0.5700869565217391,0.19930434782608697
Dillingham Census Area,Alaska,0500000US02070,4975,4100,2712.0,296,43,25334.0,3845,77.6,0.38309859154929576,0.1352112676056338
Haines Borough,Alaska,0500000US02100,2518,478,1833.0,439,24,33521.0,2122,84.5,0.07115009746588694,0.05847953216374269
Yakutat City and Borough,Alaska,0500000US02282,689,380,433.0,76,5,31878.0,548,79.5,0.09051724137931035,0.0603448275862069
Juneau City and Borough,Alaska,0500000US02110,32330,10148,26714.0,5735,640,43276.0,28146,88.9,0.09000878524079546,0.019567127226259882
Lake and Peninsula Borough,Alaska,0500000US02164,1375,1061,798.0,69,16,24571.0,940,68.4,0.47294117647058825,0.05411764705882353
Southeast Fairbanks Census Area,Alaska,0500000US02240,6876,1607,4868.0,447,237,32409.0,5692,84.4,0.052704576976421634,0.055940822931114194
Yukon-Koyukuk Census Area,Alaska,0500000US02290,5415,4186,2754.0,263,12,22386.0,3815,70.8,0.5167890870933893,0.10283315844700944
Anchorage Municipality,Alaska,0500000US02020,296112,109590,227730.0,42077,8298,39839.0,250194,87.8,0.05825917164207127,0.015583342720889189
Aleutians East Borough,Alaska,0500000US02013,3425,2820,2218.0,235,432,32510.0,1861,54.4,0.2302325581395349,0.005813953488372093
Skagway Municipality,Alaska,0500000US02230,1061,144,869.0,222,5,39842.0,861,81.1,0.0775,0.015
Prince of Wales-Hyder Census Area,Alaska,0500000US02198,6474,3421,4153.0,514,6,27236.0,4800,74.1,0.10823429541595925,0.0365025466893039
Petersburg Borough,Alaska,0500000US02195,3255,909,2550.0,469,94,33227.0,2949,90.9,0.1581196581196581,0.019658119658119658
Kusilvak Census Area,Alaska,0500000US02158,8198,7879,2172.0,132,107,12578.0,6463,78.9,0.8776595744680851,0.3552009456264775
Maricopa County,Arizona,0500000US04013,4253913,952099,2815871.0,571408,327460,31697.0,3754381,88.9,0.06151435426991775,0.013449792111480589
Graham County,Arizona,0500000US04009,37879,7962,19634.0,2272,1366,18113.0,31115,91.5,0.05843071786310518,0.034223706176961605
Santa Cruz County,Arizona,0500000US04023,46584,6928,21153.0,3993,11897,20324.0,40902,88.4,0.05217109526895658,0.024692158133506156
La Paz County,Arizona,0500000US04012,20701,4787,9988.0,1324,1188,21845.0,17584,85.5,0.06923249551166966,0.029286355475763016
Mohave County,Arizona,0500000US04015,206064,19554,115359.0,13083,6451,24829.0,182014,89.6,0.053237410071942444,0.013569632099198689
Coconino County,Arizona,0500000US04005,140217,50715,78183.0,17349,3806,26387.0,122184,87.7,0.05008884000338438,0.037355106184956424
Yuma County,Arizona,0500000US04027,207829,51987,105062.0,12716,40823,21178.0,174458,86.7,0.05972703310655093,0.03534217462705105
Greenlee County,Arizona,0500000US04011,9504,862,6204.0,550,321,25349.0,8772,92.7,0.028527131782945737,0.011472868217054264
Pinal County,Arizona,0500000US04021,419721,83110,253149.0,34853,20765,23653.0,359040,91.2,0.04350771382369652,0.017161254607170433
St. Francis County,Arkansas,0500000US05123,26294,15551,10509.0,1110,91,17491.0,20559,89.7,0.1310226419143685,0.010301534499409808
White County,Arkansas,0500000US05145,78804,7159,44601.0,6568,1306,23747.0,71142,91.0,0.061203567645149164,0.008235655947783891
Nevada County,Arkansas,0500000US05099,8440,3092,3884.0,627,15,18618.0,7558,91.3,0.06085376930063579,0.009990917347865577
Cross County,Arkansas,0500000US05037,16998,4303,9817.0,963,50,24486.0,15542,92.7,0.07036151777711383,0.013893038541977891
Drew County,Arkansas,0500000US05043,18502,5801,10159.0,1519,97,23005.0,17011,94.1,0.06654317469364492,0.005272157309774865
Columbia County,Arkansas,0500000US05027,23892,9416,11339.0,1915,297,21372.0,21540,91.8,0.053113144387413526,0.008591832180316894
Saline County,Arkansas,0500000US05125,118009,12807,87013.0,13707,1612,29358.0,109672,93.9,0.039721126502155764,0.011673240987065406
Van Buren County,Arkansas,0500000US05141,16684,688,8681.0,999,39,21622.0,14766,89.5,0.05750145942790426,0.01138353765323993
Izard County,Arkansas,0500000US05065,13559,724,7322.0,1005,98,20501.0,11722,92.8,0.049118637353931474,0.0017825311942959
