GEO_ID,NAME,B25044_001E,B25044_001M,B25044_002E,B25044_002M,B25044_003E,B25044_003M,B25044_004E,B25044_004M,B25044_005E,B25044_005M,B25044_006E,B25044_006M,B25044_007E,B25044_007M,B25044_008E,B25044_008M,B25044_009E,B25044_009M,B25044_010E,B25044_010M,B25044_011E,B25044_011M,B25044_012E,B25044_012M,B25044_013E,B25044_013M,B25044_014E,B25044_014M,B25044_015E,B25044_015M
0500000US72115,"Quebradillas Municipio, Puerto Rico",8286,371,5397,363,613,173,2250,317,1870,312,462,136,127,80,75,72,2889,359,597,167,1566,295,564,194,162,90,0,25,0,25
0500000US72099,"Moca Municipio, Puerto Rico",13278,414,8549,511,849,198,3520,373,2861,371,923,228,354,156,42,44,4729,515,1003,273,2260,372,1134,268,200,127,92,79,40,47
0500000US72049,"Culebra Municipio, Puerto Rico",475,67,302,55,42,24,161,48,78,33,4,6,11,13,6,11,173,47,78,30,55,25,34,23,0,14,6,10,0,14
0500000US72123,"Salinas Municipio, Puerto Rico",10374,399,8319,384,1108,205,3401,389,2622,356,789,189,280,122,119,71,2055,294,469,130,1030,205,422,173,119,89,15,19,0,25
0500000US72017,"Barceloneta Municipio, Puerto Rico",8010,318,5907,387,672,205,2511,377,1909,310,637,191,178,114,0,25,2103,316,428,172,1042,247,470,183,89,85,74,79,0,25
0500000US72153,"Yauco Municipio, Puerto Rico",10790,366,8143,337,1025,190,3595,295,2547,235,814,163,130,57,32,26,2647,290,648,161,1433,223,511,129,34,25,21,34,0,29
0500000US72061,"Guaynabo Municipio, Puerto Rico",30963,677,22849,681,2121,325,8390,584,8235,608,2739,383,971,224,393,174,8114,481,1396,216,4090,369,2188,359,296,104,118,91,26,43
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",15656,580,9523,617,836,185,4046,495,3263,393,992,219,292,128,94,65,6133,491,1282,224,3102,375,1354,259,278,122,108,84,9,13
0500000US72053,"Fajardo Municipio, Puerto Rico",12231,440,7955,414,988,202,3249,341,2577,312,830,179,265,120,46,39,4276,382,1028,168,2292,302,833,194,53,65,43,51,27,44
0500000US72109,"Patillas Municipio, Puerto Rico",6233,312,4288,294,548,151,1614,261,1664,281,350,119,103,70,9,14,1945,313,632,195,847,208,389,146,63,48,14,24,0,21
0500000US72117,"Rincón Municipio, Puerto Rico",5128,322,3576,283,424,135,1596,238,966,171,416,138,95,72,79,60,1552,280,315,114,863,210,304,127,70,57,0,21,0,21
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",8469,322,5665,324,823,158,2071,247,1754,288,713,191,195,93,109,76,2804,334,801,186,1356,254,571,151,54,49,13,21,9,15
0500000US72021,"Bayamón Municipio, Puerto Rico",67940,901,46253,804,4450,332,16933,617,17045,624,5707,438,1537,266,581,150,21687,656,4326,391,11440,665,4787,429,844,228,217,92,73,59
0500000US72035,"Cayey Municipio, Puerto Rico",16183,404,10503,458,1448,250,3516,325,3604,367,1364,250,410,133,161,108,5680,443,1357,191,2633,368,1340,281,325,133,25,41,0,29
0500000US72095,"Maunabo Municipio, Puerto Rico",3882,208,2810,226,471,128,953,219,931,198,312,133,106,80,37,46,1072,203,255,119,580,157,167,92,29,34,10,16,31,51
0500000US72111,"Peñuelas Municipio, Puerto Rico",6987,256,5275,264,665,133,2291,290,1590,211,537,134,169,91,23,25,1712,264,402,145,805,198,403,137,64,47,33,43,5,7
0500000US72131,"San Sebastián Municipio, Puerto Rico",13904,472,8984,468,1293,232,3363,394,3172,420,817,205,194,96,145,101,4920,400,933,186,2789,350,1023,217,107,79,25,41,43,68
0500000US72135,"Toa Alta Municipio, Puerto Rico",22032,500,18307,499,1285,251,5765,532,6759,536,2976,375,1241,257,281,119,3725,443,477,161,1936,333,1082,239,192,91,38,45,0,32
0500000US72147,"Vieques Municipio, Puerto Rico",2470,266,1792,246,437,152,746,192,587,204,22,26,0,19,0,19,678,220,180,96,347,155,81,57,70,76,0,19,0,19
0500000US72151,"Yabucoa Municipio, Puerto Rico",11722,400,8490,462,1264,220,3169,389,2821,345,944,213,191,81,101,75,3232,346,756,203,1581,274,569,178,262,122,64,53,0,29
0500000US72025,"Caguas Municipio, Puerto Rico",48629,835,33384,749,3841,367,12018,751,11867,697,4211,470,1125,238,322,147,15245,722,3914,405,6977,529,3601,478,652,190,61,75,40,38
0500000US72029,"Canóvanas Municipio, Puerto Rico",14498,382,10815,411,1321,176,3852,314,3921,355,1345,281,308,114,68,61,3683,339,485,137,2011,284,988,221,182,102,10,17,7,11
0500000US72043,"Coamo Municipio, Puerto Rico",13346,331,10264,404,1263,226,3893,365,3752,441,921,272,340,151,95,78,3082,356,659,169,1321,277,854,235,140,108,35,57,73,82
0500000US72051,"Dorado Municipio, Puerto Rico",11881,429,9222,434,962,183,3127,396,3333,378,1255,273,341,139,204,131,2659,353,385,139,1375,314,659,173,148,100,68,61,24,38
0500000US72019,"Barranquitas Municipio, Puerto Rico",8918,350,6552,444,923,183,2827,319,2135,329,515,172,97,65,55,54,2366,365,449,147,1246,281,462,180,159,122,50,58,0,25
0500000US72107,"Orocovis Municipio, Puerto Rico",6734,242,4404,280,585,132,1703,226,1447,197,524,121,103,57,42,34,2330,226,658,141,1003,177,647,173,10,18,12,20,0,25
0500000US72011,"Añasco Municipio, Puerto Rico",8933,359,6869,327,673,167,2772,278,2474,303,747,177,151,87,52,49,2064,276,481,141,1034,190,428,157,106,77,15,24,0,25
0500000US72037,"Ceiba Municipio, Puerto Rico",4367,242,3158,221,589,133,1203,175,1014,209,245,105,67,50,40,51,1209,209,180,89,617,166,340,104,72,43,0,21,0,21
0500000US72045,"Comerío Municipio, Puerto Rico",5836,232,3395,267,676,149,1189,190,965,174,390,122,161,79,14,23,2441,275,767,181,1110,193,464,146,68,62,32,38,0,21
0500000US72071,"Isabela Municipio, Puerto Rico",15012,467,9277,538,1007,201,3899,443,3106,384,999,241,230,112,36,33,5735,462,1005,270,2751,341,1592,282,306,140,45,56,36,56
0500000US72081,"Lares Municipio, Puerto Rico",9960,319,5804,338,650,146,2768,297,1727,269,518,142,105,71,36,35,4156,356,774,183,2530,301,678,171,126,73,48,47,0,25
0500000US72085,"Las Piedras Municipio, Puerto Rico",12527,433,9361,411,734,219,3565,399,3300,353,1311,281,313,148,138,75,3166,396,578,185,1818,377,632,206,115,77,23,27,0,29
0500000US72127,"San Juan Municipio, Puerto Rico",144573,1411,77390,1340,10257,589,32777,1100,24663,973,7017,537,1995,263,681,212,67183,1360,27039,906,30324,1245,8212,599,1294,238,280,137,34,34
0500000US72143,"Vega Alta Municipio, Puerto Rico",12229,527,8350,491,1176,197,3437,387,2503,403,1007,218,182,111,45,43,3879,421,723,181,1954,342,947,224,132,82,79,73,44,52
0500000US72093,"Maricao Municipio, Puerto Rico",1930,159,1417,159,227,66,565,111,378,100,167,66,31,36,49,39,513,108,98,49,288,88,75,45,45,36,7,11,0,19
0500000US72009,"Aibonito Municipio, Puerto Rico",8301,265,6579,317,795,185,2745,275,2161,299,674,180,145,79,59,56,1722,245,407,130,900,177,350,128,65,54,0,25,0,25
0500000US72077,"Juncos Municipio, Puerto Rico",12718,460,8946,450,919,252,3631,393,3165,400,989,222,193,115,49,46,3772,444,675,185,2145,348,721,217,231,139,0,29,0,29
0500000US72121,"Sabana Grande Municipio, Puerto Rico",7493,312,5719,295,768,139,2656,267,1776,242,448,129,60,33,11,12,1774,257,399,108,885,160,424,190,54,53,12,19,0,25
0500000US72067,"Hormigueros Municipio, Puerto Rico",6253,266,4574,296,658,158,1918,245,1213,164,580,161,155,93,50,39,1679,233,421,125,769,188,412,117,67,57,10,16,0,21
0500000US72001,"Adjuntas Municipio, Puerto Rico",5861,247,3191,219,378,90,1416,174,965,185,285,81,101,64,46,39,2670,238,653,130,1509,207,416,128,76,53,16,24,0,21
0500000US72027,"Camuy Municipio, Puerto Rico",11431,327,7994,349,672,150,3232,321,2717,337,1057,218,217,116,99,72,3437,347,654,156,1850,278,646,183,287,150,0,29,0,29
0500000US72055,"Guánica Municipio, Puerto Rico",5469,262,3928,246,536,122,2205,218,954,162,164,73,62,40,7,10,1541,182,359,106,843,148,321,114,13,15,5,8,0,21
0500000US72091,"Manatí Municipio, Puerto Rico",15337,432,11229,422,1633,231,4386,383,3422,398,1255,211,410,135,123,73,4108,354,1199,231,2055,305,742,210,64,51,48,48,0,29
0500000US72103,"Naguabo Municipio, Puerto Rico",8317,425,6444,373,929,268,2673,339,1969,292,481,178,350,173,42,53,1873,332,372,140,1199,284,281,115,0,25,21,36,0,25
0500000US72105,"Naranjito Municipio, Puerto Rico",8520,349,6600,412,946,206,2406,377,2230,277,694,208,234,111,90,67,1920,350,414,163,903,226,467,175,105,90,31,39,0,25
0500000US72125,"San Germán Municipio, Puerto Rico",11840,419,8484,409,1365,242,3368,332,2493,311,843,225,415,142,0,29,3356,345,874,188,1859,280,505,173,109,75,9,14,0,29
0500000US72141,"Utuado Municipio, Puerto Rico",9851,327,6259,326,681,144,2687,258,1570,180,900,162,270,93,151,68,3592,344,897,183,1870,297,632,146,147,68,46,42,0,25
0500000US72013,"Arecibo Municipio, Puerto Rico",31788,653,21592,736,2613,310,8838,511,6941,570,2501,336,499,158,200,119,10196,580,2782,320,4951,476,1976,337,380,122,92,62,15,23
0500000US72015,"Arroyo Municipio, Puerto Rico",6002,333,4598,338,678,178,2535,326,1034,211,281,116,46,57,24,38,1404,275,246,133,768,237,379,168,11,17,0,21,0,21
0500000US72033,"Cataño Municipio, Puerto Rico",8792,262,5331,258,845,142,1935,215,1641,211,635,136,220,87,55,44,3461,256,1487,186,1298,198,550,156,108,59,18,30,0,25
0500000US72054,"Florida Municipio, Puerto Rico",4291,236,3317,256,252,100,1613,287,982,265,275,144,172,137,23,36,974,252,196,111,441,173,288,149,49,58,0,21,0,21
0500000US01099,"Monroe County, Alabama",8149,259,4962,280,225,82,1194,197,2014,235,1117,185,318,135,94,49,3187,327,675,146,1571,248,658,186,219,97,43,61,21,23
0500000US01079,"Lawrence County, Alabama",12811,345,10133,343,297,102,2535,329,3375,336,2439,325,902,184,585,167,2678,268,408,117,1218,241,668,143,326,133,49,40,9,12
0500000US01081,"Lee County, Alabama",59373,763,35821,930,577,160,7879,615,15662,720,7608,577,2806,425,1289,276,23552,858,2162,354,10870,783,7772,716,2203,397,370,127,175,81
0500000US01107,"Pickens County, Alabama",7530,262,5569,285,352,83,1295,172,1629,172,1436,218,565,169,292,105,1961,217,379,100,1003,193,459,113,91,41,29,26,0,22
0500000US01119,"Sumter County, Alabama",5047,276,3278,269,268,120,1101,218,1005,217,634,154,157,74,113,57,1769,263,399,137,996,227,324,135,31,32,19,23,0,19
0500000US01023,"Choctaw County, Alabama",5350,241,4263,237,356,130,944,168,1519,233,796,135,368,120,280,97,1087,189,186,84,641,155,85,41,148,70,27,33,0,19
0500000US01091,"Marengo County, Alabama",7768,271,5533,269,227,85,2060,234,2073,260,686,141,393,120,94,43,2235,326,578,178,1121,267,362,130,78,77,51,44,45,46
0500000US01113,"Russell County, Alabama",22740,505,13601,510,857,171,3339,382,5311,461,2820,338,949,236,325,134,9139,656,1373,317,4239,541,2693,484,658,222,75,56,101,109
0500000US01039,"Covington County, Alabama",15008,381,11110,336,357,107,2856,254,4684,316,1922,202,1022,167,269,94,3898,334,428,117,1974,267,1206,215,224,89,63,45,3,5
0500000US01041,"Crenshaw County, Alabama",5025,193,3709,198,197,53,955,137,1356,163,753,115,309,89,139,53,1316,147,135,44,589,113,456,105,58,29,41,36,37,29
0500000US01077,"Lauderdale County, Alabama",38514,545,26376,581,773,166,5884,496,10416,660,5952,479,2305,346,1046,192,12138,596,1925,268,5459,449,3552,376,877,239,249,121,76,70
0500000US01085,"Lowndes County, Alabama",4180,158,3079,204,312,85,975,179,810,131,657,123,204,83,121,47,1101,162,250,84,505,126,299,123,36,23,1,4,10,12
0500000US01083,"Limestone County, Alabama",32126,524,25064,688,569,154,5463,517,10445,632,5560,426,2288,300,739,194,7062,577,602,180,3148,379,2283,331,660,204,253,109,116,101
0500000US01115,"St. Clair County, Alabama",32172,526,25397,685,506,173,5619,529,10728,675,5708,528,1743,295,1093,264,6775,600,473,170,3108,468,2240,436,698,242,117,76,139,91
0500000US01133,"Winston County, Alabama",9403,342,7426,344,370,115,1627,259,2818,257,1804,234,555,140,252,86,1977,218,296,117,975,162,531,115,153,77,22,23,0,22
0500000US01043,"Cullman County, Alabama",30730,592,22919,645,399,108,5329,418,9427,536,4919,456,1933,269,912,181,7811,494,880,200,3455,342,2430,357,815,244,161,81,70,67
0500000US01051,"Elmore County, Alabama",29143,638,21480,702,676,200,5070,582,8391,532,4844,458,1763,300,736,204,7663,474,688,220,3676,432,2410,430,657,208,165,88,67,84
0500000US01071,"Jackson County, Alabama",20626,420,15282,502,393,118,3596,372,5669,427,3412,339,1615,255,597,137,5344,378,547,138,2699,307,1534,313,407,139,151,90,6,9
0500000US01121,"Talladega County, Alabama",31407,559,22392,601,857,191,5615,436,8546,533,4906,468,1720,270,748,196,9015,525,1609,258,4331,516,2287,378,561,167,197,107,30,50
0500000US01129,"Washington County, Alabama",6007,269,5034,247,141,67,1435,231,1859,264,1009,203,369,109,221,80,973,214,80,48,483,156,281,100,104,88,0,19,25,37
0500000US01031,"Coffee County, Alabama",19789,339,12822,403,312,88,2742,215,5059,335,3262,276,1099,164,348,82,6967,455,877,200,3119,372,2253,298,576,161,128,86,14,16
0500000US01103,"Morgan County, Alabama",45646,672,32928,703,651,149,7417,497,13644,634,7410,510,2476,364,1330,249,12718,670,1764,349,5607,524,3964,448,1017,244,260,130,106,79
0500000US01021,"Chilton County, Alabama",16751,494,12538,528,288,102,2717,335,5405,439,2711,351,830,211,587,185,4213,494,535,182,1866,400,1376,307,370,146,45,49,21,25
0500000US01033,"Colbert County, Alabama",21799,445,15849,529,412,112,3678,355,6537,365,3289,344,1421,258,512,155,5950,404,910,219,2767,302,1751,272,368,129,134,67,20,21
0500000US01045,"Dale County, Alabama",18670,402,11239,341,401,116,2611,267,4564,332,2418,304,695,140,550,153,7431,443,622,132,3420,410,2538,330,689,146,142,73,20,23
0500000US01055,"Etowah County, Alabama",38777,531,27882,604,1024,201,6727,472,10910,557,5825,390,2312,285,1084,224,10895,632,1417,218,5282,436,2927,355,988,254,181,74,100,64
0500000US01049,"DeKalb County, Alabama",26132,621,18604,565,415,116,4021,395,7462,562,4187,403,1764,298,755,177,7528,628,976,225,3364,448,2105,313,724,224,299,162,60,45
0500000US01075,"Lamar County, Alabama",5974,265,4567,250,153,77,1212,205,1771,251,919,194,312,99,200,109,1407,209,273,107,619,133,410,164,79,44,26,34,0,19
0500000US01111,"Randolph County, Alabama",8643,314,6345,334,213,105,1435,239,2459,294,1422,215,566,148,250,111,2298,307,392,161,929,215,681,201,247,120,16,19,33,46
0500000US01097,"Mobile County, Alabama",155831,1271,101120,1379,2994,313,27190,978,42763,1216,19388,916,6101,633,2684,358,54711,1228,7397,599,27994,1136,14539,923,3745,464,886,226,150,84
0500000US01127,"Walker County, Alabama",25036,517,19045,547,653,128,4455,398,7378,412,4040,373,1740,236,779,191,5991,479,781,191,2854,393,1628,255,560,186,108,63,60,57
0500000US01029,"Cleburne County, Alabama",5726,180,4332,222,122,60,927,174,1663,227,879,152,551,113,190,62,1394,213,109,52,658,157,394,109,214,99,19,15,0,19
0500000US01063,"Greene County, Alabama",2955,217,2031,221,105,59,661,170,701,159,371,137,110,61,83,64,924,200,337,130,404,140,152,91,19,25,12,20,0,17
0500000US01005,"Barbour County, Alabama",9186,280,5640,284,321,92,1363,173,2105,217,1186,171,482,115,183,80,3546,324,528,135,1912,266,825,178,254,87,27,28,0,22
0500000US01011,"Bullock County, Alabama",3609,196,2726,213,84,55,792,171,995,221,511,153,287,162,57,37,883,193,339,137,380,154,92,78,72,80,0,19,0,19
0500000US01015,"Calhoun County, Alabama",45033,683,31286,654,871,182,7618,567,12523,662,6310,510,2335,311,1629,266,13747,710,1728,258,6119,582,4638,506,1016,230,177,90,69,66
0500000US01025,"Clarke County, Alabama",9358,322,6314,359,311,120,1557,233,2386,266,1391,176,397,121,272,97,3044,289,646,156,1241,228,821,188,288,140,43,40,5,7
0500000US01101,"Montgomery County, Alabama",89835,873,52626,995,1784,317,15024,726,20627,706,10499,574,3591,401,1101,214,37209,982,5811,515,18248,732,9834,849,2538,402,653,184,125,93
0500000US01095,"Marshall County, Alabama",34896,540,24555,596,578,120,5567,359,10583,587,5278,446,1850,298,699,163,10341,578,1097,197,5306,480,2801,373,855,192,243,154,39,44
0500000US01067,"Henry County, Alabama",6669,252,5522,267,257,81,1370,226,2074,206,1344,215,334,100,143,73,1147,177,112,55,562,135,334,132,106,69,23,26,10,16
0500000US01089,"Madison County, Alabama",145256,1161,97650,1375,2298,307,23066,1100,40751,1315,20710,781,8060,590,2765,329,47606,1312,4805,454,24963,1057,14437,857,2627,416,577,244,197,109
0500000US01123,"Tallapoosa County, Alabama",16448,444,11982,438,510,148,2850,359,4655,411,2745,323,856,181,366,124,4466,403,967,246,2048,322,913,219,383,159,120,81,35,40
0500000US02016,"Aleutians West Census Area, Alaska",1176,128,331,40,53,14,103,23,86,24,64,14,17,6,8,5,845,110,140,27,413,59,217,34,68,19,5,4,2,4
0500000US01131,"Wilcox County, Alabama",3804,181,2471,203,169,63,774,139,835,135,425,100,201,49,67,39,1333,168,443,112,439,106,308,115,128,89,15,13,0,19
0500000US02068,"Denali Borough, Alaska",639,228,499,188,7,9,108,46,174,74,131,62,54,33,25,18,140,56,14,14,60,34,57,29,7,10,2,3,0,9
0500000US02122,"Kenai Peninsula Borough, Alaska",21741,345,15932,325,517,120,3890,331,6589,449,3357,315,1023,183,556,125,5809,334,918,148,2476,219,1868,243,491,117,20,20,36,33
0500000US02060,"Bristol Bay Borough, Alaska",333,41,176,25,9,6,42,13,72,15,28,10,17,8,8,6,157,29,24,11,89,26,30,12,7,6,5,7,2,3
0500000US02150,"Kodiak Island Borough, Alaska",4373,152,2405,180,110,36,570,144,1029,174,474,124,197,88,25,26,1968,209,301,87,704,155,827,184,61,66,58,66,17,27
0500000US02188,"Northwest Arctic Borough, Alaska",1860,62,1034,64,661,57,239,41,118,35,16,13,0,13,0,13,826,55,561,49,229,43,32,12,4,6,0,13,0,13
0500000US02050,"Bethel Census Area, Alaska",4558,160,2784,165,1631,115,576,94,410,94,146,59,18,20,3,4,1774,122,942,86,574,104,226,67,16,21,9,9,7,11
0500000US02185,"North Slope Borough, Alaska",1966,225,988,150,393,102,359,89,148,44,78,41,2,13,8,11,978,136,358,70,472,101,142,51,6,11,0,13,0,13
0500000US02220,"Sitka City and Borough, Alaska",3561,119,2062,118,96,41,660,111,936,111,270,73,78,45,22,17,1499,139,380,79,738,108,324,71,50,31,7,7,0,13
0500000US02090,"Fairbanks North Star Borough, Alaska",36513,746,21363,750,317,122,4395,627,8810,676,4845,530,1934,358,1062,278,15150,831,1243,261,6388,567,5916,626,1183,284,317,165,103,83
0500000US02130,"Ketchikan Gateway Borough, Alaska",5327,130,3240,150,143,43,839,110,1380,132,643,83,190,41,45,23,2087,126,458,72,1079,116,424,72,88,32,17,14,21,20
0500000US02170,"Matanuska-Susitna Borough, Alaska",30879,363,23744,395,364,71,4138,272,9335,324,6280,271,2364,186,1263,161,7135,339,646,98,3081,196,2435,205,737,117,164,62,72,32
0500000US02180,"Nome Census Area, Alaska",2875,114,1734,86,981,59,318,67,334,51,77,34,12,9,12,10,1141,88,658,60,348,66,119,39,8,9,5,8,3,5
0500000US02070,"Dillingham Census Area, Alaska",1420,71,856,67,291,35,255,42,221,42,40,17,34,19,15,14,564,55,253,39,202,37,85,29,19,11,5,7,0,9
0500000US02100,"Haines Borough, Alaska",1026,94,692,116,43,56,206,93,260,87,42,33,103,57,38,42,334,106,30,25,84,46,165,87,55,46,0,9,0,9
0500000US02282,"Yakutat City and Borough, Alaska",232,27,145,19,4,6,53,14,57,15,18,8,9,6,4,4,87,19,17,8,50,20,16,7,2,3,0,9,2,3
0500000US02110,"Juneau City and Borough, Alaska",12521,225,8014,275,246,98,2196,271,3495,322,1591,244,309,103,177,80,4507,281,881,158,2108,240,1183,189,241,84,32,26,62,50
0500000US02164,"Lake and Peninsula Borough, Alaska",425,121,294,85,121,35,105,39,40,15,26,12,1,2,1,2,131,42,80,28,27,12,16,9,8,7,0,9,0,9
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2163,121,1591,105,52,20,333,74,575,95,303,73,179,59,149,50,572,85,62,27,262,62,155,58,85,34,3,4,5,5
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",1906,77,1366,72,648,44,366,34,227,38,68,18,36,16,21,9,540,54,337,37,124,28,65,13,6,6,4,5,4,5
0500000US02020,"Anchorage Municipality, Alaska",106524,866,64827,1124,1436,249,15082,790,29520,1063,12538,700,4303,442,1948,278,41697,1112,4770,502,17836,868,14798,733,3389,429,596,187,308,140
0500000US02013,"Aleutians East Borough, Alaska",860,141,532,86,87,23,190,39,192,38,48,18,10,7,5,6,328,66,111,27,123,37,66,22,21,11,7,7,0,9
0500000US02230,"Skagway Municipality, Alaska",400,54,206,40,1,2,42,13,88,20,36,13,26,16,13,8,194,26,30,12,106,21,46,12,10,7,0,9,2,2
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2356,80,1716,73,171,37,578,61,627,68,236,38,60,22,44,19,640,53,84,23,326,46,189,40,34,17,5,5,2,3
0500000US02195,"Petersburg Borough, Alaska",1170,102,799,78,90,42,256,49,308,56,76,20,61,38,8,8,371,64,95,22,181,51,90,34,5,4,0,9,0,9
0500000US02158,"Kusilvak Census Area, Alaska",1692,63,1257,52,1094,45,131,26,30,12,2,3,0,13,0,13,435,55,391,51,39,15,5,5,0,13,0,13,0,13
0500000US04013,"Maricopa County, Arizona",1520767,4569,933112,5621,19916,871,276171,3238,408862,4084,158903,2476,51202,1622,18058,859,587655,4214,73633,1794,273451,3461,180418,3194,45488,1450,11102,767,3563,455
0500000US04009,"Graham County, Arizona",10782,355,7467,289,313,78,1615,204,2676,276,1628,193,781,158,454,98,3315,309,317,118,1406,211,1000,209,467,125,125,67,0,26
0500000US04023,"Santa Cruz County, Arizona",15430,327,10212,426,252,110,2254,302,4319,459,2217,314,928,244,242,118,5218,391,553,168,2416,313,1805,336,316,107,110,86,18,19
0500000US04012,"La Paz County, Arizona",8912,484,6620,389,270,171,2615,463,2334,383,1138,279,198,71,65,31,2292,358,347,188,1111,259,699,227,100,49,35,42,0,23
0500000US04015,"Mohave County, Arizona",85485,1076,58675,1108,1311,269,18813,948,23236,934,10290,682,3353,381,1672,270,26810,1017,3240,408,12691,915,7595,726,2400,394,682,217,202,77
0500000US04005,"Coconino County, Arizona",47276,885,28637,669,857,140,6523,447,12108,640,5920,517,2139,280,1090,167,18639,939,1511,296,8256,629,5798,574,2278,362,629,184,167,103
0500000US04027,"Yuma County, Arizona",72463,860,48612,947,1565,269,15920,757,18423,739,8248,578,3143,396,1313,229,23851,743,2763,297,10484,677,8391,579,1744,319,302,132,167,113
0500000US04011,"Greenlee County, Arizona",3225,179,1586,135,71,42,322,88,455,89,375,103,240,92,123,70,1639,179,21,20,519,149,674,147,249,88,114,52,62,40
0500000US04021,"Pinal County, Arizona",137286,1532,102115,1706,2880,426,36545,1282,40513,1386,14934,800,5150,519,2093,333,35171,1394,3093,411,15460,844,11511,894,3829,522,795,223,483,203
0500000US05123,"St. Francis County, Arkansas",9319,283,5321,292,222,83,1640,217,1922,198,983,194,409,173,145,75,3998,308,999,176,1971,331,763,196,224,129,31,39,10,17
0500000US05145,"White County, Arkansas",29263,455,19474,642,545,151,4280,423,8324,602,4428,439,1359,286,538,161,9789,668,1246,254,4504,558,2718,423,864,275,315,150,142,99
0500000US05099,"Nevada County, Arkansas",3303,243,2248,205,74,53,669,136,825,190,416,112,204,71,60,40,1055,204,127,80,585,173,277,117,57,43,9,15,0,17
0500000US05037,"Cross County, Arkansas",6694,222,4514,211,130,60,1048,172,1935,203,923,175,338,115,140,65,2180,243,341,97,1134,190,510,135,170,75,25,25,0,19
0500000US05043,"Drew County, Arkansas",7018,240,4790,227,172,85,1201,222,1952,257,1083,206,334,163,48,33,2228,222,295,105,982,174,713,196,206,102,7,12,25,35
0500000US05027,"Columbia County, Arkansas",8962,405,6161,327,140,111,2017,322,2312,277,1148,208,391,125,153,87,2801,364,336,104,1585,273,597,159,222,130,61,53,0,22
0500000US05125,"Saline County, Arkansas",43604,612,34167,687,694,171,7081,494,16857,741,6558,552,2072,318,905,170,9437,708,1038,264,4407,483,2802,374,987,249,121,78,82,63
0500000US05141,"Van Buren County, Arkansas",6852,254,5259,233,117,57,1495,220,2142,205,986,165,352,109,167,64,1593,210,277,74,776,151,410,117,87,54,43,40,0,19
0500000US05065,"Izard County, Arkansas",5049,239,3994,222,68,38,1200,196,1349,170,814,154,413,131,150,84,1055,171,180,74,416,101,372,94,63,40,9,14,15,23
0500000US05079,"Lincoln County, Arkansas",3795,374,2831,282,142,66,610,135,1169,165,696,194,129,55,85,49,964,241,193,93,490,158,207,80,58,52,16,31,0,19
0500000US05083,"Logan County, Arkansas",8464,259,6075,318,114,58,1448,172,2360,215,1391,223,524,112,238,80,2389,276,286,121,1231,216,512,115,300,99,60,52,0,22
0500000US05035,"Crittenden County, Arkansas",18756,310,10871,387,304,87,3367,280,4326,314,2035,259,597,123,242,88,7885,377,1729,263,3926,328,1668,276,415,115,139,67,8,10
0500000US05047,"Franklin County, Arkansas",6800,261,4928,238,98,51,1326,215,1994,244,1104,224,353,112,53,42,1872,238,271,123,862,234,623,181,69,59,32,35,15,21
0500000US05109,"Pike County, Arkansas",4299,182,3318,174,93,38,701,106,1351,161,763,104,278,73,132,64,981,163,124,53,504,119,293,94,57,37,3,7,0,19
0500000US05069,"Jefferson County, Arkansas",26977,486,16847,493,736,171,4795,416,6820,470,3140,342,918,176,438,136,10130,603,2028,339,4881,407,2634,414,443,151,138,81,6,12
0500000US05097,"Montgomery County, Arkansas",3761,228,3108,216,123,66,696,165,1452,194,548,120,210,82,79,42,653,147,87,41,339,99,174,71,30,26,15,19,8,11
0500000US05127,"Scott County, Arkansas",3855,222,2865,197,77,32,839,165,1022,156,585,146,228,71,114,58,990,154,254,88,387,97,248,92,81,43,20,26,0,19
0500000US05131,"Sebastian County, Arkansas",50670,642,30268,834,676,198,7796,655,12935,602,6376,452,1735,270,750,195,20402,883,2736,400,10886,733,5072,541,1490,332,192,84,26,26
0500000US05007,"Benton County, Arkansas",94333,722,62618,930,915,183,12089,604,29894,1010,13633,745,4186,447,1901,269,31715,1022,2140,275,14458,722,11222,718,2985,392,638,179,272,159
0500000US05017,"Chicot County, Arkansas",4308,189,2769,176,253,97,813,130,1188,150,380,85,81,50,54,35,1539,159,435,114,680,145,338,78,67,42,13,21,6,15
0500000US05071,"Johnson County, Arkansas",9800,246,7016,291,143,64,1983,244,2950,302,1529,204,325,89,86,42,2784,300,339,143,1151,203,1086,191,175,73,0,22,33,36
0500000US05077,"Lee County, Arkansas",3352,195,1934,175,143,60,495,97,761,103,401,109,75,47,59,44,1418,173,405,118,604,137,356,103,53,38,0,17,0,17
0500000US05115,"Pope County, Arkansas",22628,479,15477,523,325,113,4194,454,6532,431,3170,353,873,156,383,109,7151,461,919,233,3567,421,1984,290,492,154,182,93,7,9
0500000US05041,"Desha County, Arkansas",5111,201,3035,211,160,52,796,128,1438,170,521,119,114,48,6,8,2076,230,640,148,875,172,416,124,139,90,6,11,0,19
0500000US05049,"Fulton County, Arkansas",5000,264,3909,263,74,47,797,188,1506,241,955,234,340,133,237,87,1091,202,157,56,538,155,304,122,56,36,36,39,0,19
