GEO_ID,NAME,B25044_001E,B25044_001M,B25044_002E,B25044_002M,B25044_003E,B25044_003M,B25044_004E,B25044_004M,B25044_005E,B25044_005M,B25044_006E,B25044_006M,B25044_007E,B25044_007M,B25044_008E,B25044_008M,B25044_009E,B25044_009M,B25044_010E,B25044_010M,B25044_011E,B25044_011M,B25044_012E,B25044_012M,B25044_013E,B25044_013M,B25044_014E,B25044_014M,B25044_015E,B25044_015M
0500000US28151,"Washington County, Mississippi",18299,333,9888,445,755,155,3229,290,3934,305,1370,226,450,146,150,78,8411,475,1674,216,4263,392,2121,324,257,104,96,79,0,27
0500000US28111,"Perry County, Mississippi",4563,209,3804,216,110,51,1115,187,1371,199,766,164,310,94,132,84,759,159,165,71,304,93,176,90,54,42,32,41,28,41
0500000US28019,"Choctaw County, Mississippi",3164,150,2417,175,107,62,687,97,807,166,546,117,188,85,82,49,747,129,136,62,381,123,179,71,43,34,8,11,0,18
0500000US28057,"Itawamba County, Mississippi",8706,254,6774,278,158,81,1686,260,2802,319,1486,259,455,131,187,76,1932,236,179,73,937,176,686,160,130,77,0,24,0,24
0500000US28015,"Carroll County, Mississippi",3658,252,2955,295,75,42,732,160,1247,240,629,191,213,98,59,57,703,233,98,85,193,88,397,185,15,26,0,20,0,20
0500000US28043,"Grenada County, Mississippi",8224,372,5478,326,204,110,1406,264,2177,280,1100,221,351,146,240,129,2746,306,464,170,1302,246,698,199,260,124,22,36,0,24
0500000US28063,"Jefferson County, Mississippi",2530,221,1689,211,92,71,574,175,762,154,183,96,52,46,26,38,841,178,221,109,463,167,123,81,34,52,0,18,0,18
0500000US28041,"Greene County, Mississippi",4172,364,3538,352,53,46,924,248,1377,288,716,252,384,164,84,70,634,157,69,53,241,100,226,116,98,71,0,20,0,20
0500000US28093,"Marshall County, Mississippi",13074,355,9933,403,284,129,2393,383,3913,418,2373,381,700,188,270,131,3141,445,411,194,1414,291,934,247,228,181,154,139,0,27
0500000US28119,"Quitman County, Mississippi",3055,109,1772,149,111,32,582,106,670,111,255,73,145,61,9,9,1283,150,308,106,585,110,311,102,56,41,23,24,0,18
0500000US28011,"Bolivar County, Mississippi",12159,337,6587,377,316,90,1996,252,2928,362,830,154,429,112,88,54,5572,384,1241,192,2583,297,1309,266,355,123,84,51,0,27
0500000US28073,"Lamar County, Mississippi",22213,426,15376,547,381,161,3872,467,6747,505,3175,379,925,190,276,110,6837,592,732,273,3055,530,2276,332,527,191,194,112,53,49
0500000US28081,"Lee County, Mississippi",32267,513,21392,583,554,123,4676,367,9038,590,4956,432,1653,258,515,153,10875,603,1415,256,5082,489,3237,325,860,222,158,93,123,86
0500000US28113,"Pike County, Mississippi",14676,436,9867,532,452,134,2947,344,3577,324,1791,241,809,231,291,97,4809,416,841,231,2537,333,990,235,369,145,55,51,17,23
0500000US28135,"Tallahatchie County, Mississippi",4253,258,3145,228,188,97,743,137,1290,219,617,166,261,103,46,37,1108,190,262,93,458,127,328,107,45,45,15,17,0,20
0500000US28129,"Smith County, Mississippi",5872,257,4872,245,205,94,1241,202,1904,264,1043,196,250,103,229,110,1000,200,108,70,510,156,240,96,68,50,74,83,0,20
0500000US28131,"Stone County, Mississippi",6135,287,4682,301,100,57,1253,314,1879,286,1094,265,234,108,122,76,1453,278,102,80,719,225,487,179,81,54,33,46,31,49
0500000US28149,"Warren County, Mississippi",18766,456,12088,386,490,165,3342,339,4953,400,2067,303,927,231,309,134,6678,510,958,230,3530,426,1782,289,348,140,60,54,0,27
0500000US28023,"Clarke County, Mississippi",6258,213,5096,250,103,55,1330,189,1801,243,1266,220,416,126,180,76,1162,190,248,109,611,150,200,76,73,46,8,9,22,31
0500000US28069,"Kemper County, Mississippi",3710,270,2816,251,105,66,829,216,1067,222,607,181,110,65,98,65,894,207,322,133,365,116,174,105,33,29,0,20,0,20
0500000US28097,"Montgomery County, Mississippi",4619,210,3300,239,162,72,939,183,1154,186,627,138,326,131,92,61,1319,209,121,110,690,187,445,174,48,39,0,20,15,26
0500000US28105,"Oktibbeha County, Mississippi",17687,591,8996,408,335,131,2263,400,3785,384,1965,268,452,135,196,93,8691,543,736,219,3767,439,2836,463,774,235,424,189,154,116
0500000US28109,"Pearl River County, Mississippi",20752,559,16085,565,476,153,4035,505,6659,662,3176,451,1146,222,593,178,4667,535,397,171,2249,406,1592,297,337,153,35,50,57,55
0500000US28079,"Leake County, Mississippi",8168,272,5906,335,330,127,1539,221,2301,305,1039,172,511,132,186,117,2262,323,391,147,1051,269,563,166,152,81,105,73,0,24
0500000US28103,"Noxubee County, Mississippi",4020,169,2924,222,181,73,921,194,1024,189,537,145,169,90,92,74,1096,172,316,105,403,123,313,101,45,30,19,29,0,20
0500000US28099,"Neshoba County, Mississippi",10699,227,7775,307,417,160,2172,285,2531,218,1807,228,626,159,222,89,2924,280,454,124,1510,204,626,165,278,109,56,29,0,24
0500000US28121,"Rankin County, Mississippi",55595,693,42383,900,580,226,9772,682,18488,982,8779,710,3034,391,1730,376,13212,861,655,193,5831,670,4879,582,1331,316,509,226,7,13
0500000US28137,"Tate County, Mississippi",10264,314,7709,362,288,131,1462,261,3354,446,1880,285,550,153,175,81,2555,344,248,99,1106,229,894,229,189,89,82,87,36,37
0500000US28077,"Lawrence County, Mississippi",4793,161,3702,168,109,45,1244,155,1367,183,600,125,333,116,49,39,1091,185,125,70,545,144,307,118,100,48,9,11,5,6
0500000US28107,"Panola County, Mississippi",12447,397,9064,405,319,126,2477,335,3793,432,1744,308,536,217,195,104,3383,383,492,168,1534,284,858,256,372,149,104,77,23,27
0500000US28161,"Yalobusha County, Mississippi",5161,212,3782,246,157,79,1012,181,1442,228,764,200,217,111,190,129,1379,245,227,88,606,176,408,143,77,74,0,20,61,53
0500000US28017,"Chickasaw County, Mississippi",6426,222,4573,256,215,96,1130,191,1561,216,1075,189,405,129,187,76,1853,254,374,111,832,193,423,130,159,100,55,49,10,11
0500000US28029,"Copiah County, Mississippi",9623,329,7569,316,380,133,2020,278,3000,342,1561,280,338,100,270,106,2054,274,332,136,1054,180,435,120,157,65,53,51,23,20
0500000US28039,"George County, Mississippi",7362,307,6149,326,162,83,1614,266,2429,277,1201,269,577,161,166,90,1213,223,211,95,499,116,419,151,80,48,4,7,0,24
0500000US28049,"Hinds County, Mississippi",88705,895,51829,927,1869,245,14077,685,20665,789,9613,507,3820,425,1785,287,36876,1037,5024,552,18686,884,9987,753,2440,367,574,194,165,92
0500000US28101,"Newton County, Mississippi",8042,247,6265,243,218,100,1739,253,2206,234,1520,224,415,113,167,77,1777,233,234,92,756,158,580,151,164,78,34,35,9,17
0500000US28145,"Union County, Mississippi",9951,294,7194,373,196,90,1893,253,2860,303,1680,237,363,108,202,85,2757,364,354,145,1090,230,1020,242,207,100,76,49,10,28
0500000US28125,"Sharkey County, Mississippi",1755,114,1164,114,131,62,340,85,492,94,118,62,54,44,29,35,591,98,125,73,328,76,137,70,0,13,1,3,0,13
0500000US28139,"Tippah County, Mississippi",7983,351,5823,330,172,85,1341,245,2681,295,1085,202,320,120,224,116,2160,324,253,105,1176,261,543,167,188,90,0,24,0,24
0500000US28035,"Forrest County, Mississippi",28033,578,15327,578,510,172,4262,373,6241,466,2775,351,1080,263,459,175,12706,657,1619,259,6376,565,3475,432,1114,329,114,73,8,12
0500000US28045,"Hancock County, Mississippi",19519,623,14555,600,479,207,4313,507,5663,518,2845,363,917,261,338,152,4964,579,609,224,2533,421,1510,341,279,156,33,54,0,27
0500000US28071,"Lafayette County, Mississippi",19317,565,11822,483,118,61,2916,361,5560,458,2420,366,635,148,173,72,7495,551,792,253,2958,348,2633,384,761,195,351,142,0,30
0500000US28055,"Issaquena County, Mississippi",484,55,222,52,10,13,47,31,123,40,35,27,7,9,0,13,262,56,55,30,115,45,67,33,25,20,0,13,0,13
0500000US28087,"Lowndes County, Mississippi",22742,438,13978,488,425,170,3175,302,5463,383,3167,343,1163,199,585,164,8764,471,1144,235,3788,418,2980,359,672,199,65,60,115,97
0500000US28083,"Leflore County, Mississippi",10224,338,5118,311,263,89,1444,210,2334,279,901,160,173,76,3,5,5106,332,1093,171,2449,249,1367,246,128,69,34,28,35,32
0500000US28157,"Wilkinson County, Mississippi",2898,276,2347,240,191,88,943,205,702,170,379,139,119,83,13,25,551,153,139,67,294,106,111,72,7,14,0,18,0,18
0500000US28047,"Harrison County, Mississippi",78863,923,44176,1021,1235,263,12467,696,18188,850,8559,661,2799,324,928,229,34687,1052,3790,493,17234,940,10707,764,2233,341,662,250,61,49
0500000US28065,"Jefferson Davis County, Mississippi",4839,199,3692,274,208,94,1040,199,1450,240,607,178,230,98,157,87,1147,239,231,96,627,203,217,94,72,58,0,20,0,20
0500000US28085,"Lincoln County, Mississippi",12827,420,9672,475,409,162,2738,399,3470,407,2182,312,565,167,308,154,3155,398,386,145,1420,275,1102,274,205,113,42,41,0,27
0500000US28123,"Scott County, Mississippi",10435,279,7677,336,655,165,1880,323,2702,319,1264,212,783,247,393,133,2758,389,537,185,1171,283,819,187,147,83,84,53,0,24
0500000US28159,"Winston County, Mississippi",7396,234,5348,273,217,83,1377,227,2078,238,1050,180,504,139,122,72,2048,277,396,132,921,172,542,152,171,106,18,27,0,20
0500000US28163,"Yazoo County, Mississippi",8689,561,5460,438,228,82,1789,282,2081,320,905,187,319,130,138,64,3229,377,534,158,1524,269,994,232,136,77,29,30,12,18
0500000US28009,"Benton County, Mississippi",3033,199,2528,215,86,55,657,164,1031,207,496,134,249,98,9,13,505,142,13,11,186,91,237,103,35,35,34,27,0,18
0500000US28037,"Franklin County, Mississippi",3004,177,2362,170,79,44,655,157,949,144,531,113,79,52,69,60,642,173,37,26,386,127,139,76,56,44,24,35,0,18
0500000US28061,"Jasper County, Mississippi",6690,263,5669,285,285,126,2049,315,1915,279,868,203,411,151,141,86,1021,240,124,62,581,180,255,139,56,58,5,8,0,20
0500000US28067,"Jones County, Mississippi",24774,540,18107,602,530,164,5015,479,7551,586,3309,396,1322,274,380,118,6667,529,928,211,3487,460,1413,368,663,205,163,125,13,22
0500000US28095,"Monroe County, Mississippi",14043,362,10426,364,308,105,2386,291,4333,427,2218,329,832,173,349,121,3617,379,601,158,1755,243,831,181,281,121,143,91,6,11
0500000US28133,"Sunflower County, Mississippi",8389,201,4605,244,317,88,1441,208,1812,236,782,156,172,81,81,41,3784,237,675,130,2097,218,704,140,276,106,18,15,14,20
0500000US28155,"Webster County, Mississippi",3787,158,2798,158,64,33,645,148,967,151,699,135,351,100,72,42,989,143,137,69,472,129,204,77,173,82,3,5,0,18
0500000US28001,"Adams County, Mississippi",11341,382,7002,396,286,75,2478,286,2488,308,1192,197,473,138,85,51,4339,356,712,149,2652,326,756,208,207,103,0,27,12,21
0500000US28025,"Clay County, Mississippi",7755,250,5520,307,240,101,1350,229,2053,267,1130,182,568,146,179,80,2235,270,358,119,1087,230,447,156,246,101,67,61,30,45
0500000US28031,"Covington County, Mississippi",6794,363,5466,376,220,107,1491,246,2121,332,1310,229,249,129,75,54,1328,303,73,55,668,205,409,156,142,138,0,20,36,49
0500000US28053,"Humphreys County, Mississippi",3171,107,1919,157,189,64,690,129,652,124,324,86,52,33,12,12,1252,164,276,91,583,125,302,80,70,38,4,8,17,18
0500000US29195,"Saline County, Missouri",8562,213,5900,227,145,52,1589,203,2302,180,1309,176,429,99,126,40,2662,247,490,128,1253,172,677,140,209,66,30,30,3,4
0500000US29123,"Madison County, Missouri",5002,199,3635,234,162,97,888,212,1349,198,856,160,279,102,101,49,1367,230,172,66,583,126,478,151,120,67,14,17,0,17
0500000US29229,"Wright County, Missouri",7292,278,5059,267,289,128,1226,217,1765,262,1131,207,394,107,254,91,2233,243,379,108,1034,197,599,155,208,87,10,13,3,6
0500000US29217,"Vernon County, Missouri",8170,277,5691,284,215,66,1138,226,2268,229,1166,176,553,116,351,110,2479,288,423,133,1129,251,696,152,164,100,56,51,11,13
0500000US29147,"Nodaway County, Missouri",8275,295,4768,229,80,33,823,142,2247,187,1046,119,391,70,181,44,3507,297,249,91,1391,249,1349,257,355,130,160,127,3,5
0500000US29041,"Chariton County, Missouri",2779,135,2252,114,39,16,459,75,984,94,500,70,209,47,61,25,527,73,69,28,268,47,159,39,23,14,5,7,3,4
0500000US29079,"Grundy County, Missouri",3985,141,2679,149,148,57,713,123,966,138,553,92,205,55,94,37,1306,167,188,82,702,161,357,101,57,38,2,3,0,17
0500000US29141,"Morgan County, Missouri",7755,305,6021,260,318,102,1473,213,2629,249,1121,195,318,104,162,72,1734,267,356,120,645,144,517,166,137,80,79,64,0,20
0500000US29223,"Wayne County, Missouri",5448,303,4053,282,150,67,1025,154,1888,249,595,136,302,108,93,49,1395,223,297,109,602,159,298,93,191,74,7,7,0,17
0500000US29017,"Bollinger County, Missouri",4669,211,3776,211,140,63,759,169,1629,188,826,170,336,81,86,41,893,146,87,36,366,99,348,109,47,29,31,25,14,21
0500000US29031,"Cape Girardeau County, Missouri",29366,525,19239,525,358,97,4448,365,8823,451,3918,345,1171,185,521,154,10127,512,1492,259,4594,476,3228,411,421,129,249,103,143,74
0500000US29205,"Shelby County, Missouri",2459,98,1850,96,42,22,438,71,727,98,428,72,171,56,44,23,609,79,71,29,241,44,181,56,80,31,28,21,8,10
0500000US29225,"Webster County, Missouri",13496,248,10027,315,613,146,2234,300,3585,282,2335,253,851,148,409,115,3469,297,328,104,1494,198,1152,191,343,116,115,75,37,44
0500000US29005,"Atchison County, Missouri",2505,91,1762,85,42,22,422,70,788,80,335,55,103,31,72,32,743,85,101,31,338,58,180,46,58,27,26,15,40,29
0500000US29013,"Bates County, Missouri",6706,195,4876,230,112,35,973,141,1683,209,1366,174,565,109,177,72,1830,174,221,82,658,120,754,168,106,49,73,40,18,20
0500000US29015,"Benton County, Missouri",7947,329,6606,296,261,92,1773,237,2840,236,1144,147,480,118,108,50,1341,180,263,80,652,134,330,90,55,31,33,32,8,10
0500000US29035,"Carter County, Missouri",2366,128,1801,128,125,59,395,87,786,128,338,113,58,38,99,50,565,112,102,60,272,79,150,66,41,33,0,15,0,15
0500000US29057,"Dade County, Missouri",3117,135,2427,136,32,18,509,87,1010,132,527,105,223,71,126,45,690,116,95,33,301,81,189,69,63,31,34,23,8,10
0500000US29115,"Linn County, Missouri",5068,160,3662,137,85,34,850,107,1569,125,793,100,214,49,151,48,1406,134,150,49,897,138,229,66,103,45,26,20,1,2
0500000US29091,"Howell County, Missouri",15922,372,10888,415,293,86,2525,280,4692,380,2396,307,760,161,222,77,5034,411,847,198,2348,328,1434,238,297,105,38,36,70,48
0500000US29101,"Johnson County, Missouri",19939,394,11904,458,234,87,2060,269,4996,383,2966,302,1160,215,488,153,8035,531,882,151,3051,379,2951,349,857,220,177,85,117,93
0500000US29105,"Laclede County, Missouri",13866,363,9508,452,270,107,2150,321,3916,345,1850,291,904,206,418,145,4358,411,525,149,1841,264,1529,266,426,139,37,37,0,23
0500000US29125,"Maries County, Missouri",3645,162,2664,178,113,65,528,104,945,158,668,128,244,77,166,65,981,166,201,82,370,102,307,108,45,30,58,55,0,15
0500000US29161,"Phelps County, Missouri",17601,421,10626,390,310,99,2335,298,4644,363,2191,293,709,184,437,151,6975,449,905,283,3601,390,1742,289,577,179,124,74,26,20
0500000US29165,"Platte County, Missouri",38613,489,25421,490,327,103,5115,457,11549,590,5949,439,1736,240,745,178,13192,530,1368,260,6461,580,4495,470,539,171,207,120,122,83
0500000US29187,"St. Francois County, Missouri",24910,535,17005,504,548,149,3900,446,6896,493,3885,454,1111,230,665,194,7905,593,1065,253,3715,430,2493,429,571,194,59,45,2,4
0500000US29003,"Andrew County, Missouri",6807,173,5323,207,153,61,861,155,2088,229,1431,194,641,144,149,55,1484,180,113,70,706,128,443,112,93,56,119,83,10,14
0500000US29033,"Carroll County, Missouri",3552,129,2569,128,131,54,531,99,998,113,612,82,217,72,80,32,983,137,216,86,408,106,273,80,38,22,48,41,0,15
0500000US29061,"Daviess County, Missouri",2991,95,2348,91,152,36,454,69,903,93,531,87,205,50,103,29,643,89,94,37,293,57,171,44,71,47,14,10,0,15
0500000US29103,"Knox County, Missouri",1533,74,1226,87,41,31,308,51,475,62,298,54,69,35,35,21,307,69,43,21,108,35,59,23,67,33,0,11,30,32
0500000US29127,"Marion County, Missouri",11500,243,7399,297,209,91,1840,218,3110,265,1707,204,427,106,106,44,4101,279,599,151,1973,243,1146,214,286,104,64,39,33,38
0500000US29151,"Osage County, Missouri",5113,164,4259,155,142,57,630,116,1432,137,1326,150,515,118,214,76,854,126,80,24,386,86,250,69,121,56,16,17,1,4
0500000US29181,"Ripley County, Missouri",5154,208,4069,196,206,78,1217,176,1750,187,614,128,222,101,60,33,1085,150,189,66,418,101,353,104,94,51,31,27,0,17
0500000US29219,"Warren County, Missouri",12232,369,9519,326,118,73,1683,243,4227,395,2335,295,826,216,330,125,2713,274,325,128,1302,265,890,225,183,86,5,19,8,14
0500000US29007,"Audrain County, Missouri",9328,225,6185,266,183,57,1541,188,2598,234,1134,184,459,106,270,83,3143,239,460,160,1433,223,900,174,324,113,12,13,14,21
0500000US29043,"Christian County, Missouri",31097,385,23065,568,373,130,4628,403,10784,496,5034,441,1604,254,642,164,8032,473,501,168,3582,336,2911,410,728,181,167,80,143,78
0500000US29077,"Greene County, Missouri",122026,839,70091,1110,1814,284,18773,861,32216,958,12014,602,3931,432,1343,213,51935,1202,6588,564,25277,1026,15460,850,3427,424,911,229,272,104
0500000US29081,"Harrison County, Missouri",3556,141,2564,162,85,39,573,97,883,104,625,98,323,87,75,25,992,138,99,54,549,131,263,79,77,36,2,3,2,3
0500000US29185,"St. Clair County, Missouri",4126,168,3207,171,91,53,702,104,1324,138,662,107,219,73,209,72,919,142,136,43,454,94,230,78,56,26,27,24,16,20
0500000US29001,"Adair County, Missouri",9513,283,5712,255,183,73,1719,242,2200,196,1153,144,305,81,152,57,3801,276,551,120,1871,237,935,192,319,125,73,56,52,47
0500000US29199,"Scotland County, Missouri",1820,104,1290,110,40,25,243,76,494,79,330,86,140,58,43,31,530,89,68,35,213,55,130,54,71,48,8,13,40,29
0500000US29211,"Sullivan County, Missouri",2174,96,1561,107,24,12,403,73,611,85,328,58,162,43,33,19,613,92,89,43,310,68,147,57,55,32,4,4,8,10
0500000US29045,"Clark County, Missouri",2942,122,2159,121,127,46,391,70,853,122,495,82,215,54,78,29,783,113,114,52,319,70,231,77,91,43,19,17,9,10
0500000US29099,"Jefferson County, Missouri",84393,600,67221,896,1343,219,14094,758,29539,899,14622,712,5164,556,2459,278,17172,921,1685,366,7933,649,5268,543,1809,369,266,136,211,106
0500000US29111,"Lewis County, Missouri",3766,129,2757,149,111,49,566,102,1275,123,531,101,139,51,135,55,1009,127,116,36,501,89,305,80,68,33,19,18,0,17
0500000US29143,"New Madrid County, Missouri",7312,187,4516,185,134,52,1350,145,1992,195,793,118,195,66,52,55,2796,226,557,106,1379,201,622,122,183,85,52,38,3,6
0500000US29157,"Perry County, Missouri",7605,201,5670,225,119,46,1002,172,2338,194,1428,158,541,131,242,67,1935,240,200,75,996,194,586,167,115,71,17,18,21,27
0500000US29173,"Ralls County, Missouri",4004,156,3344,148,105,52,549,101,1514,164,802,120,284,97,90,41,660,124,41,21,259,68,300,101,31,20,29,24,0,17
0500000US29177,"Ray County, Missouri",8785,246,6802,262,169,92,1136,179,2423,236,1929,228,678,134,467,101,1983,219,467,150,678,155,494,115,191,107,80,49,73,68
0500000US29189,"St. Louis County, Missouri",403547,1821,278370,2162,7080,557,76947,1638,128015,2177,48145,1369,13891,640,4292,428,125177,2134,20479,1069,64375,1671,33136,1248,5588,666,1196,256,403,138
0500000US29209,"Stone County, Missouri",12841,354,10529,392,287,110,2614,299,4514,359,2189,294,639,133,286,122,2312,257,260,103,958,167,844,173,161,85,55,44,34,36
0500000US29009,"Barry County, Missouri",13211,462,9726,402,181,75,2253,277,4225,379,1926,275,794,166,347,124,3485,400,446,147,1526,291,1028,231,299,81,104,93,82,75
0500000US29019,"Boone County, Missouri",69957,724,38686,754,696,209,9047,652,18639,745,7382,531,2068,304,854,185,31271,915,3503,488,14714,806,8746,793,2495,397,1543,333,270,101
0500000US29039,"Cedar County, Missouri",5785,244,4187,250,99,52,1044,189,1797,233,809,204,258,95,180,100,1598,226,244,102,729,165,488,160,85,56,35,51,17,23
0500000US29055,"Crawford County, Missouri",9473,304,6566,299,77,37,1732,256,2480,256,1433,228,457,142,387,123,2907,290,305,109,1466,216,925,202,194,81,17,21,0,20
0500000US29093,"Iron County, Missouri",4156,158,2899,156,104,46,547,109,1144,130,753,121,194,60,157,51,1257,146,239,61,551,87,339,85,110,39,13,14,5,7
0500000US29117,"Livingston County, Missouri",5882,206,4008,189,81,39,1001,156,1616,146,984,147,258,73,68,25,1874,182,226,77,1088,183,437,106,91,39,28,18,4,6
0500000US29135,"Moniteau County, Missouri",5346,162,4095,207,158,34,665,114,1655,175,976,134,420,87,221,70,1251,157,202,85,587,110,286,91,155,65,14,18,7,9
0500000US29149,"Oregon County, Missouri",4307,193,3269,195,74,30,892,169,1338,182,598,101,252,90,115,46,1038,162,119,41,565,118,313,95,22,19,10,14,9,14
0500000US29069,"Dunklin County, Missouri",12427,257,7816,369,311,87,2477,233,3304,253,1224,163,371,97,129,68,4611,329,925,167,2185,316,1166,195,246,88,69,41,20,18
0500000US29159,"Pettis County, Missouri",15921,300,10659,341,368,125,2549,253,4440,278,2258,231,648,118,396,102,5262,341,894,185,2445,284,1463,182,405,142,39,28,16,17
0500000US29186,"Ste. Genevieve County, Missouri",7134,268,5532,304,130,62,993,208,2206,276,1451,203,501,153,251,113,1602,284,132,88,582,190,701,205,155,97,13,21,19,26
0500000US29175,"Randolph County, Missouri",8347,298,6148,254,184,85,1436,204,2655,245,1280,185,399,89,194,59,2199,260,354,143,1000,204,728,178,104,59,13,16,0,20
0500000US29071,"Franklin County, Missouri",40780,503,29916,696,801,193,5705,511,12396,640,7075,521,2767,337,1172,202,10864,639,1143,284,4913,471,3776,459,800,216,105,64,127,72
0500000US29089,"Howard County, Missouri",3559,183,2761,167,39,19,593,105,1289,132,498,91,266,74,76,37,798,123,82,42,388,81,237,69,67,34,13,15,11,10
0500000US29095,"Jackson County, Missouri",282653,1541,165222,1653,5060,345,46889,1129,72726,1384,27759,1059,9068,661,3720,423,117431,1548,20273,857,61863,1555,27116,1138,6497,576,1407,293,275,98
0500000US29131,"Miller County, Missouri",9804,295,7244,336,92,51,1523,231,3110,298,1414,205,614,140,491,127,2560,332,294,177,1209,273,828,224,125,78,102,69,2,3
0500000US29169,"Pulaski County, Missouri",15026,556,7315,619,167,75,1725,336,2740,475,1656,213,784,240,243,84,7711,719,627,209,3209,584,3030,423,738,303,107,84,0,26
0500000US29171,"Putnam County, Missouri",1803,131,1333,131,37,25,294,88,558,108,285,70,115,47,44,37,470,87,78,38,230,63,125,48,18,17,19,19,0,11
0500000US29213,"Taney County, Missouri",22366,515,13394,464,400,124,3972,381,5683,382,2450,294,628,171,261,114,8972,527,916,210,4402,500,2924,441,547,177,172,71,11,16
0500000US29215,"Texas County, Missouri",9579,362,7040,346,226,73,1625,269,2656,351,1746,291,601,170,186,101,2539,320,381,117,1245,232,740,205,155,59,15,19,3,5
0500000US29021,"Buchanan County, Missouri",33432,531,21219,544,696,147,5720,396,8967,459,4018,382,1256,191,562,133,12213,589,2339,272,5874,467,3081,394,647,173,179,80,93,95
0500000US29025,"Caldwell County, Missouri",3682,110,2747,128,94,40,505,76,1156,119,599,83,232,69,161,50,935,105,168,70,425,71,250,63,67,25,10,7,15,13
0500000US29027,"Callaway County, Missouri",16038,421,11685,476,273,116,2657,322,4556,371,2621,260,1004,242,574,151,4353,415,558,186,2156,332,1145,259,263,111,160,129,71,65
0500000US29037,"Cass County, Missouri",39444,370,30052,547,438,128,5469,421,13082,540,7242,571,2558,294,1263,243,9392,564,865,204,4104,424,3383,382,699,168,248,103,93,72
0500000US29049,"Clinton County, Missouri",8157,177,6156,235,141,59,1225,173,2572,216,1517,189,384,101,317,111,2001,204,131,67,920,158,658,147,215,90,48,35,29,21
0500000US29053,"Cooper County, Missouri",6428,177,4504,175,74,40,1118,131,1911,152,914,97,313,65,174,53,1924,174,280,92,973,156,492,86,131,48,38,25,10,12
0500000US29059,"Dallas County, Missouri",6253,252,4656,288,203,104,905,188,1787,251,1100,249,447,176,214,135,1597,283,179,100,745,216,403,161,203,111,67,60,0,17
0500000US29075,"Gentry County, Missouri",2601,110,1924,107,56,21,477,81,697,80,388,64,219,65,87,35,677,69,101,36,265,54,243,65,58,30,10,8,0,15
0500000US29085,"Hickory County, Missouri",4020,238,3273,209,80,40,841,143,1300,170,713,160,200,52,139,57,747,140,80,38,457,108,146,59,35,23,17,17,12,20
0500000US29113,"Lincoln County, Missouri",18738,401,14668,406,281,123,2807,321,5530,399,3817,350,1554,239,679,162,4070,358,390,144,1838,285,1230,256,450,143,58,55,104,78
0500000US29133,"Mississippi County, Missouri",5040,169,2998,230,149,72,792,147,1326,178,620,133,78,44,33,24,2042,219,496,141,832,168,607,144,107,71,0,17,0,17
0500000US29137,"Monroe County, Missouri",3632,143,2701,135,116,43,592,81,1070,115,595,82,289,75,39,19,931,135,117,43,497,99,253,84,43,29,7,11,14,18
0500000US29145,"Newton County, Missouri",22268,359,15764,435,388,102,3448,364,6548,450,3526,358,1230,245,624,136,6504,452,657,171,2785,323,2470,328,426,144,80,62,86,89
0500000US29153,"Ozark County, Missouri",4144,154,3191,138,93,39,669,112,1452,162,544,126,318,73,115,48,953,153,150,60,478,113,249,77,71,41,5,7,0,15
0500000US29163,"Pike County, Missouri",6650,227,4704,246,169,52,964,180,1825,202,1291,168,344,90,111,48,1946,236,221,95,914,187,592,157,149,52,54,42,16,26
0500000US29183,"St. Charles County, Missouri",144643,1052,116278,1192,1474,231,25249,833,53633,1326,23986,908,8548,510,3388,376,28365,958,2542,341,13789,723,8656,598,2837,371,458,158,83,53
0500000US30017,"Custer County, Montana",4889,171,3361,140,71,34,706,109,1296,159,756,99,328,68,204,48,1528,163,208,66,668,127,417,80,157,73,60,41,18,16
0500000US30041,"Hill County, Montana",6274,194,3867,210,73,40,874,130,1349,153,935,147,341,104,295,86,2407,238,256,98,1261,218,614,129,172,62,72,46,32,32
0500000US30075,"Powder River County, Montana",769,63,557,55,3,4,50,24,165,49,164,45,45,21,130,45,212,44,6,9,74,24,75,34,49,26,8,9,0,10
0500000US30067,"Park County, Montana",7691,234,5314,292,95,56,1267,201,1884,220,1460,233,385,123,223,72,2377,280,322,110,1046,195,664,187,221,104,59,35,65,57
0500000US30085,"Roosevelt County, Montana",3156,103,1938,112,115,41,486,90,611,69,413,72,178,40,135,40,1218,106,199,54,616,74,284,69,74,36,23,21,22,19
0500000US30005,"Blaine County, Montana",2320,99,1366,81,59,25,417,72,418,77,222,64,95,39,155,47,954,104,142,40,418,75,241,54,105,37,31,15,17,12
0500000US30051,"Liberty County, Montana",886,79,554,56,19,13,117,41,219,56,83,28,50,27,66,32,332,66,85,33,134,44,55,28,31,25,16,12,11,11
0500000US30083,"Richland County, Montana",4493,155,2853,215,97,70,459,119,1067,169,750,144,301,84,179,58,1640,203,124,60,744,175,425,132,242,93,78,62,27,19
0500000US30099,"Teton County, Montana",2475,86,1725,96,46,20,276,64,649,77,400,63,212,38,142,39,750,86,76,33,224,56,256,58,140,50,30,21,24,12
0500000US30101,"Toole County, Montana",1898,132,1097,109,30,26,279,80,359,90,212,75,79,37,138,57,801,119,253,101,287,119,134,65,89,49,11,11,27,18
0500000US30025,"Fallon County, Montana",1302,75,873,89,4,6,126,57,308,75,262,62,114,53,59,32,429,78,29,25,109,51,160,64,57,38,39,34,35,32
